Date,Open,High,Low,Close
2015-01-27,202.97,204.12,201.74,202.74
2015-01-28,204.17,204.29,199.91,200.14
2015-01-29,200.38,202.3,198.68,201.9902
2015-01-30,200.57,202.17,199.13,199.45
2015-02-02,200.05,202.03,197.86,201.92
2015-02-03,203,204.85,202.55,204.84
2015-02-04,203.92,205.38,203.51,204.06
2015-02-05,204.86,206.3,204.77,206.12
2015-02-06,206.56,207.24,204.92,205.55
2015-02-09,204.77,205.64,204.135,204.63
2015-02-10,205.88,207.12,204.6801,206.81
2015-02-11,206.61,207.45,205.83,206.93
2015-02-12,207.89,208.99,206.9727,208.92
2015-02-13,209.07,209.84,208.76,209.78
2015-02-17,209.4,210.32,209.1,210.11
2015-02-18,209.66,210.22,209.3401,210.13
2015-02-19,209.41,210.42,209.24,209.98
2015-02-20,209.48,211.33,208.73,211.239
2015-02-23,210.94,211.21,210.48,211.209
2015-02-24,211.12,212.05,210.76,211.81
2015-02-25,211.66,212.24,211.22,211.63
2015-02-26,211.52,211.71,210.65,211.38
2015-02-27,211.26,211.58,210.6,210.66
2015-03-02,210.78,212.06,210.72,211.99
2015-03-03,211.47,212.054,210.08,211.12
2015-03-04,210.4,210.49,209.06,210.2301
2015-03-05,210.62,210.8,209.85,210.46
2015-03-06,209.42,209.94,207.1,207.5
2015-03-09,207.74,208.79,207.5459,208.36
2015-03-10,206.71,206.81,204.93,204.98
2015-03-11,205.29,205.5,204.4,204.5
2015-03-12,205.26,207.175,205.2,207.1
2015-03-13,206.77,207.9338,204.58,205.8272
2015-03-16,206.71,208.69,205.8641,208.58
2015-03-17,207.69,208.42,206.98,207.96
2015-03-18,207.39,211.27,206.62,210.46
2015-03-19,209.96,210.4697,209.03,209.5
2015-03-20,209.71,211.02,209.4903,210.41
2015-03-23,210.42,211.11,210,210
2015-03-24,209.85,210.4,208.74,208.82
2015-03-25,209.07,209.35,205.71,205.76
2015-03-26,204.96,206.37,204.12,205.27
2015-03-27,205.13,205.95,204.9,205.74
2015-03-30,206.98,208.61,206.96,208.25
2015-03-31,207.26,208.1,206.36,206.43
2015-04-01,206.39,206.42,204.51,205.7
2015-04-02,205.62,206.98,205.4,206.435
2015-04-06,205.37,208.45,205.21,207.83
2015-04-07,207.855,208.76,207.24,207.28
2015-04-08,207.55,208.51,207.08,207.975
2015-04-09,207.78,209.18,207.19,208.9
2015-04-10,209.2,210.09,208.96,210.04
2015-04-13,209.87,210.63,209.03,209.09
2015-04-14,208.85,209.71,208.1,209.49
2015-04-15,210.05,211.04,209.95,210.43
2015-04-16,210.03,210.98,209.7928,210.37
2015-04-17,208.94,209.23,207.01,207.95
2015-04-20,209.06,210.25,208.96,209.85
2015-04-21,210.67,210.86,209.24,209.6
2015-04-22,210.01,210.85,208.9,210.63
2015-04-23,210.15,211.94,210.01,211.16
2015-04-24,211.66,211.97,211.11,211.6499
2015-04-27,212.33,212.48,210.54,210.77
2015-04-28,210.74,211.5,209.3301,211.44
2015-04-29,210.37,211.29,209.6,210.57
2015-04-30,209.88,210.35,207.62,208.46
2015-05-01,209.4,210.77,209.28,210.72
2015-05-04,211.23,212.02,211.1,211.32
2015-05-05,211.03,211.46,208.73,208.9
2015-05-06,209.56,209.93,206.76,208.04
2015-05-07,207.92,209.38,207.52,208.87
2015-05-08,210.88,211.86,210.78,211.62
2015-05-11,211.57,211.89,210.52,210.605
2015-05-12,209.61,210.63,208.62,209.98
2015-05-13,210.47,211.22,209.74,210.02
2015-05-14,211.24,212.32,210.91,212.21
2015-05-15,212.44,212.61,211.86,212.44
2015-05-18,212.24,213.4,212.16,213.1
2015-05-19,213.24,213.57,212.69,213.03
2015-05-20,213.15,213.78,212.504,212.88
2015-05-21,212.71,213.75,212.51,213.5
2015-05-22,213.04,213.54,212.91,212.99
2015-05-26,212.4,212.9089,210.2,210.7
2015-05-27,211.25,212.98,210.7612,212.7
2015-05-28,212.33,212.59,211.63,212.46
2015-05-29,212.38,212.43,210.82,211.14
2015-06-01,211.94,212.34,210.62,211.57
2015-06-02,211.02,212.19,210.27,211.36
2015-06-03,212,212.67,211.3301,211.92
2015-06-04,211.07,211.859,209.75,210.1292
2015-06-05,209.95,210.58,208.98,209.77
2015-06-08,209.64,209.82,208.39,208.48
2015-06-09,208.45,209.1,207.69,208.45
2015-06-10,209.37,211.41,209.2987,210.95
2015-06-11,211.48,212.09,211.2,211.63
2015-06-12,210.64,211.482,209.68,210.01
2015-06-15,208.64,209.45,207.79,209.11
2015-06-16,208.93,210.35,208.72,210.25
2015-06-17,210.59,211.32,209.36,210.59
2015-06-18,211.31,213.34,210.6315,212.78
2015-06-19,211.46,211.55,210.36,210.81
2015-06-22,211.905,212.59,211.64,211.89
2015-06-23,212.14,212.44,211.57,212.04
2015-06-24,211.72,212.17,210.47,210.5
2015-06-25,211.1,211.25,209.77,209.86
2015-06-26,210.29,210.58,209.16,209.82
2015-06-29,208.045,209.828,205.33,205.42
2015-06-30,207.26,207.32,205.28,205.85
2015-07-01,207.73,208.03,206.56,207.5
2015-07-02,208.07,208.27,206.81,207.31
2015-07-06,205.77,207.65,205.53,206.72
2015-07-07,206.96,208.17,204.11,208.02
2015-07-08,206.42,206.7645,204.25,204.53
2015-07-09,207.04,207.35,204.77,204.9
2015-07-10,207.29,207.98,204.9517,207.48
2015-07-13,208.99,209.9,208.94,209.77
2015-07-14,209.72,211.05,209.65,210.68
2015-07-15,210.73,211.28,210.04,210.61
2015-07-16,211.87,212.3,211.58,212.3
2015-07-17,212.29,212.55,211.8,212.48
2015-07-20,212.75,213.18,212.21,212.59
2015-07-21,212.43,212.74,211.39,211.75
2015-07-22,210.93,211.77,210.89,211.37
2015-07-23,211.53,211.65,209.75,210.18
2015-07-24,210.3,210.37,207.6,208
2015-07-27,206.94,207.55,206.26,206.79
2015-07-28,207.79,209.5,206.8,209.33
2015-07-29,209.48,211.04,209.31,210.77
2015-07-30,210.16,211.02,209.42,210.82
2015-07-31,211.42,211.45,210.16,210.5
2015-08-03,210.46,210.53,208.65,209.79
2015-08-04,209.7,210.2483,208.8,209.38
2015-08-05,210.45,211.31,209.73,210.07
2015-08-06,210.29,210.415,207.65,208.35
2015-08-07,208.16,208.34,206.87,207.95
2015-08-10,209.28,210.67,209.28,210.57
2015-08-11,208.97,209.47,207.76,208.67
2015-08-12,207.11,209.14,205.36,208.92
2015-08-13,208.73,209.55,208.01,208.66
2015-08-14,208.43,209.5087,208.26,209.42
2015-08-17,208.71,210.59,208.16,210.59
2015-08-18,210.26,210.68,209.699,209.98
2015-08-19,209.09,210.01,207.35,208.32
2015-08-20,206.51,208.2865,203.9,203.97
2015-08-21,201.73,203.9404,197.52,197.83
2015-08-24,187.49,197.4772,182.4,189.5
2015-08-25,195.43,195.45,186.92,187.27
2015-08-26,192.08,194.79,188.37,194.46
2015-08-27,197.02,199.42,195.21,199.27
2015-08-28,198.5,199.835,197.92,199.28
2015-08-31,198.11,199.125,197.01,197.67
2015-09-01,193.12,194.77,190.73,191.77
2015-09-02,194.62,195.46,192.42,195.41
2015-09-03,196.26,198.05,194.96,195.55
2015-09-04,192.85,193.86,191.61,192.59
2015-09-08,195.94,197.61,195.17,197.43
2015-09-09,199.32,199.47,194.35,194.79
2015-09-10,194.56,197.22,194.25,195.85
2015-09-11,195.375,196.82,194.53,196.74
2015-09-14,196.95,197.01,195.43,196.01
2015-09-15,196.61,198.99,195.9612,198.46
2015-09-16,198.82,200.41,198.41,200.18
2015-09-17,200.02,202.89,199.28,199.73
2015-09-18,195.71,198.6844,194.96,195.45
2015-09-21,196.44,197.68,195.21,196.46
2015-09-22,193.88,194.46,192.56,193.91
2015-09-23,194.11,194.67,192.91,193.6
2015-09-24,192.15,193.45,190.56,192.9
2015-09-25,194.64,195,191.81,192.85
2015-09-28,191.78,191.91,187.64,188.01
2015-09-29,188.27,189.74,186.93,188.12
2015-09-30,190.37,191.825,189.44,191.63
2015-10-01,192.08,192.49,189.82,192.13
2015-10-02,189.77,195.03,189.12,195
2015-10-05,196.46,198.74,196.33,198.47
2015-10-06,198.31,198.98,197,197.79
2015-10-07,198.9,199.825,197.48,199.41
2015-10-08,198.95,201.55,198.59,201.21
2015-10-09,201.38,201.9,200.58,201.33
2015-10-12,201.42,201.76,200.91,201.52
2015-10-13,200.65,202.16,200.05,200.25
2015-10-14,200.18,200.87,198.94,199.29
2015-10-15,200.08,202.36,199.64,202.35
2015-10-16,202.83,203.29,201.92,203.27
2015-10-19,202.5,203.37,202.13,203.37
2015-10-20,202.85,203.84,202.5471,203.11
2015-10-21,203.61,203.79,201.65,201.85
2015-10-22,202.98,205.51,201.85,205.26
2015-10-23,207.25,207.95,206.3,207.51
2015-10-26,207.3,207.37,206.56,207
2015-10-27,206.2,207,205.79,206.6
2015-10-28,207,208.98,206.21,208.95
2015-10-29,208.35,209.27,208.21,208.83
2015-10-30,209.06,209.44,207.74,207.93
2015-11-02,208.32,210.62,208.17,210.39
2015-11-03,209.97,211.66,209.7,211
2015-11-04,211.35,211.5,209.7201,210.36
2015-11-05,210.43,210.98,209.09,210.15
2015-11-06,209.74,210.32,208.46,210.04
2015-11-09,209.31,209.49,206.95,208.08
2015-11-10,207.51,208.6,207.19,208.56
2015-11-11,208.88,208.94,207.66,207.74
2015-11-12,206.5,207.06,204.82,204.84
2015-11-13,204.35,204.67,202.435,202.54
2015-11-16,202.32,205.69,202.18,205.62
2015-11-17,205.99,207.04,204.88,205.47
2015-11-18,206.04,208.9,205.99,208.73
2015-11-19,208.59,209.05,208.2,208.55
2015-11-20,209.45,210.12,208.86,209.3108
2015-11-23,209.38,209.98,208.52,209.07
2015-11-24,207.87,209.83,207.41,209.35
2015-11-25,209.5,209.74,209.01,209.32
2015-11-27,209.43,209.8,208.86,209.56
2015-11-30,209.75,209.89,208.56,208.69
2015-12-01,209.44,210.82,209.11,210.68
2015-12-02,210.615,211,208.23,208.529
2015-12-03,208.83,209.15,204.7511,205.61
2015-12-04,206.08,209.97,205.93,209.62
2015-12-07,209.23,209.7295,207.2,208.35
2015-12-08,206.49,208.289,205.78,206.949
2015-12-09,206.19,208.68,204.18,205.34
2015-12-10,205.42,207.43,205.14,205.87
2015-12-11,203.35,204.14,201.51,201.88
2015-12-14,202.07,203.05,199.95,202.9008
2015-12-15,204.7,206.11,202.8666,205.0308
2015-12-16,206.365,208.39,204.8,208.03
2015-12-17,208.4,208.48,204.84,204.86
2015-12-18,202.77,202.93,199.83,200.0208
2015-12-21,201.41,201.88,200.09,201.67
2015-12-22,202.715,203.85,201.55,203.5
2015-12-23,204.69,206.07,204.58,206.02
2015-12-24,205.72,206.33,205.42,205.68
2015-12-28,204.86,205.26,203.94,205.21
2015-12-29,206.51,207.79,206.47,207.4
2015-12-30,207.11,207.21,205.76,205.93
2015-12-31,205.13,205.89,203.87,203.87
2016-01-04,200.49,201.03,198.59,201.0192
2016-01-05,201.4,201.9,200.05,201.36
2016-01-06,198.34,200.06,197.6,198.82
2016-01-07,195.33,197.44,193.59,194.05
2016-01-08,195.19,195.85,191.58,191.923
2016-01-11,193.01,193.41,189.82,192.11
2016-01-12,193.82,194.55,191.14,193.6608
2016-01-13,194.45,194.86,188.38,188.83
2016-01-14,189.55,193.26,187.66,191.93
2016-01-15,186.77,188.76,185.52,187.81
2016-01-19,189.96,190.11,186.2,188.06
2016-01-20,185.03,187.495,181.02,185.65
2016-01-21,186.21,188.87,184.64,186.69
2016-01-22,189.78,190.76,188.88,190.52
2016-01-25,189.92,190.15,187.41,187.64
2016-01-26,188.42,190.53,188.02,190.2
2016-01-27,189.58,191.56,187.06,188.13
2016-01-28,189.96,190.2,187.16,189.11
2016-01-29,190.02,193.88,189.88,193.7208
2016-02-01,192.53,194.58,191.84,193.65
2016-02-02,191.96,191.97,189.54,190.16
2016-02-03,191.41,191.78,187.1,191.3
2016-02-04,190.71,192.75,189.96,191.6
2016-02-05,190.99,191.6696,187.2,187.95
2016-02-08,185.77,186.12,182.8,185.42
2016-02-09,183.36,186.94,183.2,185.43
2016-02-10,186.41,188.34,185.12,185.27
2016-02-11,182.34,184.1,181.09,182.86
2016-02-12,184.96,186.65,183.96,186.63
2016-02-16,188.77,189.81,187.63,189.78
2016-02-17,191.16,193.32,191.01,192.88
2016-02-18,193.2,193.27,191.72,192.09
2016-02-19,191.17,192.18,190.45,192
2016-02-22,193.87,194.95,193.79,194.78
2016-02-23,194,194.32,192.18,192.32
2016-02-24,190.63,193.53,189.32,193.2
2016-02-25,193.73,195.55,192.83,195.54
2016-02-26,196.57,196.68,194.9,195.0892
2016-02-29,195.11,196.23,193.33,193.56
2016-03-01,195.01,198.21,194.4542,198.11
2016-03-02,197.74,199.06,197.25,199
2016-03-03,198.79,199.795,198.11,199.775
2016-03-04,200.01,201.35,199.03,200.43
2016-03-07,199.34,201.07,199.25,200.59
2016-03-08,199.32,199.92,198.21,198.4
2016-03-09,199.36,199.79,198.43,199.38
2016-03-10,199.96,201.07,197.38,199.54
2016-03-11,201.26,202.81,199.5179,202.76
2016-03-14,202.16,203.04,201.77,202.5
2016-03-15,201.36,202.5307,201.05,202.17
2016-03-16,201.6,203.82,201.55,203.34
2016-03-17,203.24,205.23,202.77,204.63
2016-03-18,204.17,204.78,203.8,204.38
2016-03-21,204.07,204.94,203.8,204.67
2016-03-22,203.76,205.23,203.57,204.56
2016-03-23,204.11,204.33,203.01,203.2092
2016-03-24,202,203.16,201.74,203.12
2016-03-28,203.61,203.86,202.705,203.24
2016-03-29,202.76,205.25,202.4,205.1208
2016-03-30,206.3,206.87,205.59,206.02
2016-03-31,205.91,206.41,205.33,205.52
2016-04-01,204.35,207.14,203.98,206.92
2016-04-04,206.83,207.07,205.89,206.25
2016-04-05,204.67,206.2642,203.89,204.1892
2016-04-06,204.29,206.49,203.98,206.42
2016-04-07,205.14,205.56,203.09,203.95
2016-04-08,205.34,205.85,203.87,204.4992
2016-04-11,205.25,206.07,203.91,204.0201
2016-04-12,204.22,206.25,203.7,205.92
2016-04-13,207,208.1,206.84,208.0008
2016-04-14,208.07,208.6,207.6,208.01
2016-04-15,208.01,208.1721,207.4,207.78
2016-04-18,207.14,209.28,207,209.2392
2016-04-19,209.74,210.2,208.94,209.9
2016-04-20,209.95,210.92,209.39,210.1
2016-04-21,210.12,210.25,208.65,208.97
2016-04-22,208.55,209.29,207.91,208.97
2016-04-25,208.26,208.66,207.54,208.61
2016-04-26,209.04,209.52,208.36,208.9192
2016-04-27,208.47,209.81,208.05,209.35
2016-04-28,208.46,209.76,206.96,207.4475
2016-04-29,206.72,207.13,205.03,206.3308
2016-05-02,206.92,208.18,206.41,207.97
2016-05-03,206.52,206.8,205.28,206.1592
2016-05-04,204.99,205.85,204.42,205.01
2016-05-05,205.56,205.98,204.47,204.97
2016-05-06,204.06,205.77,203.88,205.72
2016-05-09,205.57,206.4,205.36,205.8892
2016-05-10,206.72,208.5,206.64,208.45
2016-05-11,207.91,208.54,206.5,206.5
2016-05-12,207.29,207.4899,205.37,206.56
2016-05-13,206.21,206.86,204.38,204.76
2016-05-16,204.96,207.34,204.89,206.78
2016-05-17,206.46,206.8,204.23,204.8508
2016-05-18,204.44,206.3,203.63,204.91
2016-05-19,204.06,204.54,202.78,204.2
2016-05-20,204.92,206.1,204.86,205.49
2016-05-23,205.51,205.84,204.985,205.21
2016-05-24,206.17,208.24,206.14,207.87
2016-05-25,208.67,209.77,207.8691,209.28
2016-05-26,209.44,209.71,208.97,209.34
2016-05-27,209.53,210.25,209.47,210.24
2016-05-31,210.56,210.69,209.18,209.84
2016-06-01,209.12,210.48,208.89,210.27
2016-06-02,209.8,210.93,209.2399,210.91
2016-06-03,210.25,210.69,208.86,210.28
2016-06-06,210.7,211.77,210.51,211.35
2016-06-07,211.525,212.34,211.5,211.68
2016-06-08,211.84,212.52,211.6899,212.37
2016-06-09,211.51,212.22,211.19,212.08
2016-06-10,210.46,210.86,209.43,210.07
2016-06-13,209.36,210.37,208.35,208.4492
2016-06-14,208,208.74,206.9199,208.04
2016-06-15,208.54,209.36,207.53,207.75
2016-06-16,206.73,208.57,205.59,208.37
2016-06-17,207.17,207.2,205.75,206.52
2016-06-20,208.82,209.61,207.75,207.85
2016-06-21,208.3,208.92,207.78,208.44
2016-06-22,208.65,209.5,207.93,208.1
2016-06-23,209.81,210.87,209.27,210.81
2016-06-24,203.63,210.8463,202.72,203.13
2016-06-27,201.59,201.6,198.65,199.6
2016-06-28,201.48,203.23,201.12,203.1997
2016-06-29,204.84,206.93,204.72,206.66
2016-06-30,207.21,209.54,206.56,209.475
2016-07-01,209.36,210.49,209.29,209.9208
2016-07-05,208.95,209.08,207.71,208.41
2016-07-06,207.83,209.8,207.06,209.66
2016-07-07,209.87,210.6495,208.63,209.526
2016-07-08,211.05,212.94,210.7785,212.65
2016-07-11,213.19,214.07,212.95,213.4
2016-07-12,214.53,215.3,213.4308,214.95
2016-07-13,215.44,215.45,214.35,214.92
2016-07-14,216.4,216.67,215.66,216.12
2016-07-15,216.78,217.0125,215.308,215.83
2016-07-18,215.97,216.6,215.67,216.4092
2016-07-19,215.92,216.23,215.63,216.19
2016-07-20,216.75,217.37,216.24,217.085
2016-07-21,216.96,217.22,215.75,216.265
2016-07-22,216.41,217.3,216.1,217.24
2016-07-25,217,217.06,215.97,216.65
2016-07-26,216.53,217.17,215.76,216.75
2016-07-27,217.19,217.27,215.62,216.52
2016-07-28,216.29,217.11,215.75,216.77
2016-07-29,216.46,217.54,216.13,217.12
2016-08-01,217.19,217.65,216.405,216.94
2016-08-02,216.65,216.83,214.57,215.5492
2016-08-03,215.48,216.245,215.13,216.18
2016-08-04,216.31,216.78,214.25,216.4097
2016-08-05,217.21,218.23,217.07,218.18
2016-08-08,218.4,218.52,217.74,218.05
2016-08-09,218.13,218.76,217.8,218.18
2016-08-10,218.31,218.4038,217.23,217.64
2016-08-11,218.26,218.94,217.95,218.65
2016-08-12,218.29,218.71,217.99,218.46
2016-08-15,218.89,219.5,218.88,219.09
2016-08-16,218.6,218.68,217.96,217.96
2016-08-17,218,218.53,217.02,218.37
2016-08-18,218.34,218.9,218.21,218.86
2016-08-19,218.31,218.75,217.74,218.54
2016-08-22,218.26,218.8,217.83,218.53
2016-08-23,219.25,219.6,218.9,218.97
2016-08-24,218.8,218.91,217.36,217.85
2016-08-25,217.4,218.19,217.22,217.7
2016-08-26,217.92,219.12,216.25,217.29
2016-08-29,217.44,218.665,217.4,218.3608
2016-08-30,218.26,218.59,217.35,218
2016-08-31,217.61,217.75,216.465,217.38
2016-09-01,217.37,217.73,216.03,217.39
2016-09-02,218.39,218.87,217.7,218.37
2016-09-06,218.7,219.12,217.86,219.0308
2016-09-07,218.84,219.22,218.3,219.01
2016-09-08,218.62,218.94,218.15,218.51
2016-09-09,216.97,217.03,213.25,213.28
2016-09-12,212.39,216.81,212.31,216.34
2016-09-13,214.84,215.1499,212.5,213.23
2016-09-14,213.29,214.7,212.5,213.15
2016-09-15,212.96,215.73,212.75,215.28
2016-09-16,213.48,213.69,212.57,213.37
2016-09-19,214.13,214.88,213.03,213.41
2016-09-20,214.41,214.59,213.38,213.42
2016-09-21,214.24,216.03,213.44,215.82
2016-09-22,217,217.53,216.71,217.18
2016-09-23,216.72,216.88,215.88,215.99
2016-09-26,215.02,215.23,214.01,214.24
2016-09-27,214.05,215.68,213.62,215.57
2016-09-28,215.83,216.82,214.71,216.64
2016-09-29,216.4,216.87,214.04,214.68
2016-09-30,215.65,217.12,215.36,216.3
2016-10-03,215.82,216.04,215.04,215.78
