Date,Open,High,Low,Close
2019-03-07,276.83,276.99,274.07,275.01
2019-03-08,272.94,274.65,272.42,274.46
2019-03-11,275.26,278.62,275.23,278.44
2019-03-12,279.06,280.07,278.85,279.49
2019-03-13,280.48,282.38,280.3,281.34
2019-03-14,281.37,281.84,280.6662,281.16
2019-03-15,280.54,282.21,280.33,281.31
2019-03-18,281.55,282.66,281.3,282.33
2019-03-19,283.51,284.36,281.41,282.4
2019-03-20,282.16,283.5,280.32,281.55
2019-03-21,280.64,285.18,280.59,284.73
2019-03-22,283.22,283.8034,279.18,279.25
2019-03-25,278.87,280.1853,277.64,279.04
2019-03-26,280.99,282.18,279.56,281.12
2019-03-27,281.11,281.76,277.93,279.65
2019-03-28,280.35,281.21,279.07,280.71
2019-03-29,282.39,282.84,281.14,282.48
2019-04-01,284.7,286.16,284.4,285.83
2019-04-02,286.04,286.23,285.09,285.97
2019-04-03,287.32,287.76,285.75,286.42
2019-04-04,286.78,287.459,286.01,287.18
2019-04-05,287.92,288.63,287.6,288.57
2019-04-08,288.1,288.91,287.37,288.79
2019-04-09,287.72,288.08,286.7,287.31
2019-04-10,287.77,288.3899,287.31,288.29
2019-04-11,288.83,288.84,287.578,288.21
2019-04-12,290,290.47,288.261,290.16
2019-04-15,290.24,290.35,289.075,289.97
2019-04-16,290.95,291.01,289.5,290.16
2019-04-17,291.4,291.425,288.99,289.45
2019-04-18,290.1,290.32,288.66,290.02
2019-04-22,289.17,290.435,289.07,290.27
2019-04-23,290.68,293.14,290.42,292.88
2019-04-24,292.79,293.16,292.07,292.23
2019-04-25,292.12,292.78,290.73,292.05
2019-04-26,292.1,293.49,291.2401,293.41
2019-04-29,293.51,294.45,293.41,293.87
2019-04-30,293.49,294.34,291.92,294.02
2019-05-01,294.72,294.95,291.8,291.81
2019-05-02,291.68,292.7,289.52,291.18
2019-05-03,292.82,294.34,291.2998,294.03
2019-05-06,289.25,293.31,288.9,292.82
2019-05-07,290.15,290.81,285.81,287.93
2019-05-08,287.53,289.43,286.87,287.53
2019-05-09,285.23,285.54,283.35,283.89
