Date,SP500,NDX
2004-07-14,1111.47,1416.05
2004-07-15,1106.69,1415.92
2004-07-16,1101.39,1392.17
2004-07-19,1100.9,1396.77
2004-07-20,1108.67,1421.07
2004-07-21,1093.88,1386.57
2004-07-22,1096.84,1408.51
2004-07-23,1086.2,1375.48
2004-07-26,1084.07,1368.4
2004-07-27,1094.83,1391.5
2004-07-28,1095.42,1383.75
2004-07-29,1100.43,1398.55
2004-07-30,1101.72,1400.39
2004-08-02,1106.62,1406.33
2004-08-03,1099.69,1379.14
2004-08-04,1098.63,1379.21
2004-08-05,1080.7,1353.44
2004-08-06,1063.97,1315.3
2004-08-09,1065.22,1318.83
2004-08-10,1079.04,1346.71
2004-08-11,1075.79,1324.65
2004-08-12,1063.23,1304.43
2004-08-13,1064.8,1307.82
2004-08-16,1079.34,1326.84
2004-08-17,1081.71,1335.72
2004-08-18,1095.17,1363.73
2004-08-19,1091.23,1353.24
2004-08-20,1098.35,1366.73
2004-08-23,1095.68,1370.9
2004-08-24,1096.19,1369.78
2004-08-25,1104.96,1389.17
2004-08-26,1105.09,1383.98
2004-08-27,1107.77,1388.56
2004-08-30,1099.15,1367.94
2004-08-31,1104.24,1368.68
2004-09-01,1105.91,1377.96
2004-09-02,1118.31,1398.34
2004-09-03,1113.63,1371.82
2004-09-07,1121.3,1381.84
2004-09-08,1116.27,1376.77
2004-09-09,1118.38,1391.53
2004-09-10,1123.92,1413.0
2004-09-13,1125.82,1427.34
2004-09-14,1128.33,1434.37
2004-09-15,1120.37,1415.3
2004-09-16,1123.5,1417.97
2004-09-17,1128.55,1426.3
2004-09-20,1122.2,1424.72
2004-09-21,1129.3,1435.91
2004-09-22,1113.56,1404.22
2004-09-23,1108.36,1405.77
2004-09-24,1110.11,1399.05
2004-09-27,1103.52,1385.55
2004-09-28,1110.06,1389.7
2004-09-29,1114.8,1410.86
2004-09-30,1114.58,1412.74
2004-10-01,1131.5,1452.94
2004-10-04,1135.17,1459.01
2004-10-05,1134.48,1461.76
2004-10-06,1142.05,1474.36
2004-10-07,1130.65,1455.77
2004-10-08,1122.14,1430.96
2004-10-11,1124.39,1437.73
2004-10-12,1121.84,1435.0
2004-10-13,1113.65,1434.46
2004-10-14,1103.29,1425.21
2004-10-15,1108.2,1430.98
2004-10-18,1114.02,1457.31
2004-10-19,1103.23,1443.8
2004-10-20,1103.66,1452.26
2004-10-21,1106.49,1474.79
2004-10-22,1095.74,1438.25
2004-10-25,1094.81,1432.57
2004-10-26,1111.09,1442.14
2004-10-27,1125.4,1480.03
2004-10-28,1127.44,1487.12
2004-10-29,1130.2,1486.72
2004-11-01,1130.51,1488.79
2004-11-02,1130.54,1494.83
2004-11-03,1143.2,1503.89
2004-11-04,1161.67,1516.2
2004-11-05,1166.17,1525.24
2004-11-08,1164.89,1527.13
2004-11-09,1164.08,1527.0
2004-11-10,1162.91,1517.06
2004-11-11,1173.48,1541.7
2004-11-12,1184.17,1558.41
2004-11-15,1183.81,1560.96
2004-11-16,1175.43,1548.53
2004-11-17,1181.94,1571.12
2004-11-18,1183.55,1580.81
2004-11-19,1170.34,1552.11
2004-11-22,1177.24,1568.28
2004-11-23,1176.94,1562.6
2004-11-24,1181.76,1582.55
2004-11-26,1182.65,1578.26
2004-11-29,1178.57,1580.44
2004-11-30,1173.82,1571.5
2004-12-01,1191.37,1607.15
2004-12-02,1190.33,1613.15
2004-12-03,1191.17,1614.4
2004-12-06,1190.25,1619.59
2004-12-07,1177.07,1589.33
2004-12-08,1182.81,1601.91
2004-12-09,1189.24,1609.79
2004-12-10,1188.0,1605.16
2004-12-13,1198.68,1621.16
2004-12-14,1203.38,1627.46
2004-12-15,1205.72,1623.63
2004-12-16,1203.21,1607.62
2004-12-17,1194.22,1596.61
2004-12-20,1194.65,1591.97
2004-12-21,1205.45,1609.26
2004-12-22,1209.57,1613.57
2004-12-23,1210.13,1613.77
2004-12-27,1204.92,1607.59
2004-12-28,1213.54,1624.19
2004-12-29,1213.45,1624.95
2004-12-30,1213.55,1623.76
2004-12-31,1211.92,1621.12
2005-01-03,1202.08,1603.51
2005-01-04,1188.05,1571.83
2005-01-05,1183.74,1563.76
2005-01-06,1187.89,1557.52
2005-01-07,1186.19,1564.81
2005-01-10,1190.25,1564.92
2005-01-11,1182.99,1553.4
2005-01-12,1187.7,1565.78
2005-01-13,1177.45,1545.18
2005-01-14,1184.52,1561.11
2005-01-18,1195.98,1573.49
2005-01-19,1184.63,1545.65
2005-01-20,1175.41,1514.56
2005-01-21,1167.87,1503.64
2005-01-24,1163.75,1480.66
2005-01-25,1168.41,1490.57
2005-01-26,1174.07,1509.01
2005-01-27,1174.55,1507.55
2005-01-28,1171.36,1499.46
2005-01-31,1181.27,1519.63
2005-02-01,1189.41,1523.66
2005-02-02,1193.19,1525.1
2005-02-03,1189.89,1508.24
2005-02-04,1203.03,1534.49
2005-02-07,1201.72,1529.05
2005-02-08,1202.3,1532.69
2005-02-09,1191.99,1506.81
2005-02-10,1197.01,1506.83
2005-02-11,1205.3,1530.51
2005-02-14,1206.14,1538.21
2005-02-15,1210.12,1547.3
2005-02-16,1210.34,1542.41
2005-02-17,1200.75,1519.29
2005-02-18,1201.59,1515.4
2005-02-22,1184.16,1494.07
2005-02-23,1190.8,1497.09
2005-02-24,1200.2,1517.71
2005-02-25,1211.37,1526.9
2005-02-28,1203.6,1511.02
2005-03-01,1210.41,1527.25
2005-03-02,1210.08,1525.28
2005-03-03,1210.47,1511.89
2005-03-04,1222.12,1520.58
2005-03-07,1225.31,1545.2
2005-03-08,1219.43,1528.65
2005-03-09,1207.01,1521.98
2005-03-10,1209.25,1524.38
2005-03-11,1200.08,1505.64
2005-03-14,1206.83,1515.09
2005-03-15,1197.75,1502.06
2005-03-16,1188.07,1486.23
2005-03-17,1190.21,1487.63
2005-03-18,1189.65,1484.4
2005-03-21,1183.78,1484.45
2005-03-22,1171.71,1465.09
2005-03-23,1172.53,1471.77
2005-03-24,1171.42,1469.94
2005-03-28,1174.28,1472.71
2005-03-29,1165.36,1464.34
2005-03-30,1181.41,1491.74
2005-03-31,1180.59,1482.53
2005-04-01,1172.92,1469.35
2005-04-04,1176.12,1476.72
2005-04-05,1181.39,1483.75
2005-04-06,1184.07,1480.67
2005-04-07,1191.14,1499.71
2005-04-08,1181.2,1485.6
2005-04-11,1181.21,1478.55
2005-04-12,1187.76,1489.16
2005-04-13,1173.79,1461.68
2005-04-14,1162.05,1441.13
2005-04-15,1142.62,1408.59
2005-04-18,1145.98,1409.98
2005-04-19,1152.78,1420.8
2005-04-20,1137.5,1406.85
2005-04-21,1159.95,1447.37
2005-04-22,1152.12,1421.21
2005-04-25,1162.1,1437.31
2005-04-26,1151.74,1420.43
2005-04-27,1156.38,1423.76
2005-04-28,1143.22,1409.29
2005-04-29,1156.85,1420.79
2005-05-02,1162.16,1423.71
2005-05-03,1161.17,1427.61
2005-05-04,1175.65,1452.2
2005-05-05,1172.63,1450.16
2005-05-06,1171.35,1456.0
2005-05-09,1178.84,1463.38
2005-05-10,1166.22,1450.36
2005-05-11,1171.11,1459.55
2005-05-12,1159.36,1454.79
2005-05-13,1154.05,1470.63
2005-05-16,1165.69,1480.68
2005-05-17,1173.8,1490.14
2005-05-18,1185.56,1509.26
2005-05-19,1191.08,1521.43
2005-05-20,1189.28,1528.06
2005-05-23,1193.86,1535.22
2005-05-24,1194.07,1540.47
2005-05-25,1190.01,1532.71
2005-05-26,1197.62,1548.8
2005-05-27,1198.78,1549.8
2005-05-31,1191.5,1542.63
2005-06-01,1202.27,1559.5
2005-06-02,1204.29,1568.96
2005-06-03,1196.02,1544.48
2005-06-06,1197.51,1545.27
2005-06-07,1197.26,1531.12
2005-06-08,1194.67,1527.68
2005-06-09,1200.93,1539.46
2005-06-10,1198.11,1521.02
2005-06-13,1200.82,1529.13
2005-06-14,1203.91,1524.42
2005-06-15,1206.58,1529.49
2005-06-16,1210.96,1537.42
2005-06-17,1216.96,1538.13
2005-06-20,1216.1,1537.31
2005-06-21,1213.61,1536.48
2005-06-22,1213.88,1534.36
2005-06-23,1200.73,1515.95
2005-06-24,1191.57,1500.18
2005-06-27,1190.69,1493.75
2005-06-28,1201.57,1508.61
2005-06-29,1199.85,1504.11
2005-06-30,1191.33,1493.52
2005-07-01,1194.44,1490.53
2005-07-05,1204.99,1506.35
2005-07-06,1194.94,1498.05
2005-07-07,1197.87,1503.78
2005-07-08,1211.86,1533.27
2005-07-11,1219.44,1547.66
2005-07-12,1222.21,1555.59
2005-07-13,1223.29,1557.62
2005-07-14,1226.5,1573.44
2005-07-15,1227.92,1577.82
2005-07-18,1221.13,1570.09
2005-07-19,1229.35,1590.49
2005-07-20,1235.2,1602.75
2005-07-21,1227.04,1601.89
2005-07-22,1233.68,1600.76
2005-07-25,1229.03,1593.57
2005-07-26,1231.16,1598.93
2005-07-27,1236.79,1611.95
2005-07-28,1243.72,1618.64
2005-07-29,1234.18,1605.14
2005-08-01,1235.35,1610.11
2005-08-02,1244.12,1627.01
2005-08-03,1245.04,1627.19
2005-08-04,1235.86,1608.74
2005-08-05,1226.42,1601.59
2005-08-08,1223.13,1589.97
2005-08-09,1231.38,1601.14
2005-08-10,1229.13,1585.71
2005-08-11,1237.81,1600.65
2005-08-12,1230.39,1591.75
2005-08-15,1233.87,1600.71
2005-08-16,1219.34,1574.01
2005-08-17,1220.24,1582.29
2005-08-18,1219.02,1575.76
2005-08-19,1219.71,1573.72
2005-08-22,1221.73,1575.59
2005-08-23,1217.57,1571.3
2005-08-24,1209.59,1561.71
2005-08-25,1212.39,1565.88
2005-08-26,1205.1,1558.84
2005-08-29,1212.28,1571.52
2005-08-30,1208.41,1565.73
2005-08-31,1220.33,1581.71
2005-09-01,1221.59,1577.25
2005-09-02,1218.02,1573.12
2005-09-06,1233.39,1597.27
2005-09-07,1236.36,1599.86
2005-09-08,1231.67,1597.68
2005-09-09,1241.48,1607.83
2005-09-12,1240.56,1612.2
2005-09-13,1231.2,1607.38
2005-09-14,1227.16,1589.63
2005-09-15,1227.73,1588.55
2005-09-16,1237.91,1599.44
2005-09-19,1231.02,1586.05
2005-09-20,1221.34,1578.2
2005-09-21,1210.2,1561.84
2005-09-22,1214.62,1567.36
2005-09-23,1215.29,1571.75
2005-09-26,1215.63,1572.86
2005-09-27,1215.66,1568.84
2005-09-28,1216.89,1568.81
2005-09-29,1227.68,1589.93
2005-09-30,1228.81,1601.66
2005-10-03,1226.7,1605.59
2005-10-04,1214.47,1595.54
2005-10-05,1196.39,1571.52
2005-10-06,1191.49,1552.94
2005-10-07,1195.9,1555.92
2005-10-10,1187.33,1546.99
2005-10-11,1184.87,1539.31
2005-10-12,1177.68,1521.19
2005-10-13,1176.84,1533.8
2005-10-14,1186.57,1544.29
2005-10-17,1190.1,1549.88
2005-10-18,1178.14,1538.43
2005-10-19,1195.76,1569.61
2005-10-20,1177.8,1555.59
2005-10-21,1179.59,1565.12
2005-10-24,1199.38,1590.65
2005-10-25,1196.54,1585.82
2005-10-26,1191.38,1575.14
2005-10-27,1178.9,1543.38
2005-10-28,1198.41,1557.11
2005-10-31,1207.01,1579.18
2005-11-01,1202.76,1576.52
2005-11-02,1214.76,1597.29
2005-11-03,1219.94,1619.67
2005-11-04,1220.14,1628.03
2005-11-07,1222.81,1629.27
2005-11-08,1218.59,1628.4
2005-11-09,1220.65,1630.21
2005-11-10,1230.96,1650.93
2005-11-11,1234.72,1653.36
2005-11-14,1233.76,1651.9
2005-11-15,1229.01,1644.31
2005-11-16,1231.21,1651.45
2005-11-17,1242.8,1676.39
2005-11-18,1248.27,1679.85
2005-11-21,1254.85,1686.23
2005-11-22,1261.23,1694.14
2005-11-23,1265.61,1696.77
2005-11-25,1268.25,1701.05
2005-11-28,1257.46,1684.39
2005-11-29,1257.48,1676.84
2005-11-30,1249.48,1672.56
2005-12-01,1264.67,1704.28
2005-12-02,1265.08,1709.1
2005-12-05,1262.09,1694.77
2005-12-06,1263.7,1701.35
2005-12-07,1257.37,1697.04
2005-12-08,1255.84,1685.59
2005-12-09,1259.37,1692.62
2005-12-12,1260.43,1698.35
2005-12-13,1267.43,1705.77
2005-12-14,1272.74,1698.98
2005-12-15,1270.94,1701.7
2005-12-16,1267.32,1688.68
2005-12-19,1259.92,1664.36
2005-12-20,1259.62,1665.07
2005-12-21,1262.79,1670.61
2005-12-22,1268.12,1683.35
2005-12-23,1268.66,1682.92
2005-12-27,1256.54,1668.37
2005-12-28,1258.17,1667.1
2005-12-29,1254.42,1655.36
2005-12-30,1248.29,1645.2
2006-01-03,1268.8,1679.93
2006-01-04,1273.46,1695.83
2006-01-05,1273.48,1705.29
2006-01-06,1285.45,1734.99
2006-01-09,1290.15,1741.9
2006-01-10,1289.69,1744.02
2006-01-11,1294.18,1758.24
2006-01-12,1286.06,1747.35
2006-01-13,1287.61,1746.78
2006-01-17,1282.93,1736.39
2006-01-18,1277.93,1716.62
2006-01-19,1285.04,1729.92
2006-01-20,1261.49,1676.38
2006-01-23,1263.82,1676.3
2006-01-24,1266.86,1686.22
2006-01-25,1264.68,1677.0
2006-01-26,1273.83,1690.49
2006-01-27,1283.72,1711.11
2006-01-30,1285.2,1713.45
2006-01-31,1280.08,1710.75
2006-02-01,1282.46,1713.02
2006-02-02,1270.84,1685.77
2006-02-03,1264.03,1664.53
2006-02-06,1265.02,1657.54
2006-02-07,1254.78,1651.84
2006-02-08,1265.65,1670.47
2006-02-09,1263.78,1654.08
2006-02-10,1266.99,1663.75
2006-02-13,1262.86,1645.83
2006-02-14,1275.53,1661.95
2006-02-15,1280.0,1673.15
2006-02-16,1289.38,1688.61
2006-02-17,1287.24,1675.21
2006-02-21,1283.03,1655.68
2006-02-22,1292.67,1677.52
2006-02-23,1287.79,1672.29
2006-02-24,1289.43,1676.5
2006-02-27,1294.12,1695.66
2006-02-28,1280.66,1670.57
2006-03-01,1291.24,1694.58
2006-03-02,1289.14,1693.78
2006-03-03,1287.23,1684.32
2006-03-06,1278.26,1669.94
2006-03-07,1275.88,1661.02
2006-03-08,1278.47,1660.35
2006-03-09,1272.23,1645.09
2006-03-10,1281.58,1648.23
2006-03-13,1284.13,1653.79
2006-03-14,1297.48,1681.15
2006-03-15,1303.02,1694.46
2006-03-16,1305.33,1679.05
2006-03-17,1307.25,1685.66
2006-03-20,1305.08,1688.98
2006-03-21,1297.23,1672.47
2006-03-22,1305.04,1676.32
2006-03-23,1301.67,1670.73
2006-03-24,1302.95,1679.81
2006-03-27,1301.61,1680.63
2006-03-28,1293.23,1673.03
2006-03-29,1302.89,1703.84
2006-03-30,1300.25,1708.68
2006-03-31,1294.83,1703.66
2006-04-03,1297.81,1706.77
2006-04-04,1305.93,1716.55
2006-04-05,1311.56,1732.74
2006-04-06,1309.04,1739.2
2006-04-07,1295.5,1723.03
2006-04-10,1296.6,1718.86
2006-04-11,1286.57,1704.4
2006-04-12,1288.12,1704.75
2006-04-13,1289.12,1712.07
2006-04-17,1285.33,1694.32
2006-04-18,1307.65,1726.64
2006-04-19,1309.93,1734.04
2006-04-20,1311.46,1728.9
2006-04-21,1311.28,1709.02
2006-04-24,1308.11,1706.44
2006-04-25,1301.74,1701.47
2006-04-26,1305.41,1702.2
2006-04-27,1309.72,1717.14
2006-04-28,1310.61,1700.71
2006-05-01,1305.19,1686.61
2006-05-02,1313.21,1689.93
2006-05-03,1307.85,1686.3
2006-05-04,1312.25,1701.03
2006-05-05,1325.76,1713.84
2006-05-08,1324.66,1715.23
2006-05-09,1325.14,1711.17
2006-05-10,1322.85,1694.82
2006-05-11,1305.92,1657.48
2006-05-12,1291.24,1635.81
2006-05-15,1294.5,1634.78
2006-05-16,1292.08,1623.69
2006-05-17,1270.32,1598.91
2006-05-18,1261.81,1587.11
2006-05-19,1267.03,1600.86
2006-05-22,1262.07,1584.57
2006-05-23,1256.58,1569.01
2006-05-24,1258.57,1580.18
2006-05-25,1272.88,1599.68
2006-05-26,1280.16,1606.37
2006-05-30,1259.84,1571.29
2006-05-31,1270.09,1579.58
2006-06-01,1285.71,1616.57
2006-06-02,1288.22,1612.9
2006-06-05,1265.29,1577.5
2006-06-06,1263.85,1575.39
2006-06-07,1256.15,1565.22
2006-06-08,1257.93,1561.55
2006-06-09,1252.3,1550.97
2006-06-12,1236.4,1520.31
2006-06-13,1223.69,1516.85
2006-06-14,1230.04,1530.26
2006-06-15,1256.16,1573.08
2006-06-16,1251.54,1562.84
2006-06-19,1240.14,1548.94
2006-06-20,1240.12,1548.32
2006-06-21,1252.2,1573.56
2006-06-22,1245.6,1554.49
2006-06-23,1244.5,1551.05
2006-06-26,1250.56,1556.17
2006-06-27,1239.2,1527.0
2006-06-28,1246.0,1538.25
2006-06-29,1272.87,1585.56
2006-06-30,1270.2,1575.23
2006-07-03,1280.19,1586.25
2006-07-05,1270.91,1553.95
2006-07-06,1274.08,1551.55
2006-07-07,1265.48,1533.71
2006-07-10,1267.34,1520.9
2006-07-11,1272.52,1533.06
2006-07-12,1258.6,1501.46
2006-07-13,1242.29,1478.16
2006-07-14,1236.2,1462.17
2006-07-17,1234.49,1468.5
2006-07-18,1236.86,1472.34
2006-07-19,1259.81,1490.6
2006-07-20,1249.13,1466.89
2006-07-21,1240.29,1451.88
2006-07-24,1260.91,1482.34
2006-07-25,1268.88,1489.52
2006-07-26,1268.4,1487.88
2006-07-27,1263.2,1478.53
2006-07-28,1278.55,1510.3
2006-07-31,1276.66,1509.43
2006-08-01,1270.92,1484.94
2006-08-02,1278.55,1500.48
2006-08-03,1280.27,1510.6
2006-08-04,1279.36,1503.84
2006-08-07,1275.77,1494.13
2006-08-08,1271.48,1484.8
2006-08-09,1265.95,1485.64
2006-08-10,1271.81,1496.28
2006-08-11,1266.74,1486.74
2006-08-14,1268.21,1494.33
2006-08-15,1285.58,1534.43
2006-08-16,1295.43,1570.06
2006-08-17,1297.48,1573.59
2006-08-18,1302.3,1576.46
2006-08-21,1297.52,1561.12
2006-08-22,1298.82,1563.43
2006-08-23,1292.99,1550.41
2006-08-24,1296.06,1555.19
2006-08-25,1295.09,1557.7
2006-08-28,1301.78,1570.29
2006-08-29,1304.28,1573.65
2006-08-30,1304.27,1581.95
2006-08-31,1303.82,1579.73
2006-09-01,1311.01,1589.47
2006-09-05,1313.25,1603.69
2006-09-06,1300.26,1572.2
2006-09-07,1294.02,1564.84
2006-09-08,1298.92,1574.71
2006-09-11,1299.54,1583.78
2006-09-12,1313.11,1615.75
2006-09-13,1318.07,1623.99
2006-09-14,1316.28,1625.98
2006-09-15,1319.87,1632.44
2006-09-18,1321.18,1632.17
2006-09-19,1318.31,1621.07
2006-09-20,1325.18,1645.35
2006-09-21,1318.03,1634.87
2006-09-22,1314.78,1622.37
2006-09-25,1326.37,1650.37
2006-09-26,1336.34,1659.2
2006-09-27,1336.59,1655.67
2006-09-28,1339.15,1661.59
2006-09-29,1335.85,1654.13
2006-10-02,1331.32,1632.81
2006-10-03,1334.11,1640.29
2006-10-04,1350.22,1681.14
2006-10-05,1353.22,1689.43
2006-10-06,1349.58,1684.88
2006-10-09,1350.66,1691.08
2006-10-10,1353.42,1693.29
2006-10-11,1349.95,1691.28
2006-10-12,1362.83,1718.54
2006-10-13,1365.62,1727.21
2006-10-16,1369.05,1727.61
2006-10-17,1364.05,1709.61
2006-10-18,1365.96,1700.75
2006-10-19,1366.96,1706.37
2006-10-20,1368.6,1709.58
2006-10-23,1377.02,1725.93
2006-10-24,1377.38,1713.88
2006-10-25,1382.22,1726.76
2006-10-26,1389.08,1744.07
2006-10-27,1377.34,1717.61
2006-10-30,1377.93,1727.8
2006-10-31,1377.94,1732.54
2006-11-01,1367.81,1707.65
2006-11-02,1367.34,1710.17
2006-11-03,1364.3,1703.98
2006-11-06,1379.78,1732.26
2006-11-07,1382.84,1741.53
2006-11-08,1385.72,1749.75
2006-11-09,1378.33,1740.14
2006-11-10,1380.9,1751.11
2006-11-13,1384.42,1768.0
2006-11-14,1393.22,1787.23
2006-11-15,1396.57,1793.82
2006-11-16,1399.76,1801.97
2006-11-17,1401.2,1800.67
2006-11-20,1400.5,1803.81
2006-11-21,1402.81,1808.88
2006-11-22,1406.09,1819.76
2006-11-24,1400.95,1815.53
2006-11-27,1381.9,1775.17
2006-11-28,1386.72,1780.34
2006-11-29,1399.48,1792.77
2006-11-30,1400.63,1791.25
2006-12-01,1396.71,1775.12
2006-12-04,1409.12,1799.93
2006-12-05,1414.76,1804.85
2006-12-06,1412.9,1799.13
2006-12-07,1407.29,1777.46
2006-12-08,1409.84,1786.21
2006-12-11,1413.04,1791.74
2006-12-12,1411.56,1781.97
2006-12-13,1413.21,1783.44
2006-12-14,1425.49,1803.41
2006-12-15,1427.09,1808.56
2006-12-18,1422.48,1790.99
2006-12-19,1425.55,1785.12
2006-12-20,1423.53,1777.92
2006-12-21,1418.3,1766.28
2006-12-22,1410.76,1748.61
2006-12-26,1416.9,1753.55
2006-12-27,1426.84,1763.41
2006-12-28,1424.73,1758.94
2006-12-29,1418.3,1756.9
2007-01-03,1416.6,1759.37
2007-01-04,1418.34,1792.91
2007-01-05,1409.71,1785.3
2007-01-08,1412.84,1787.14
2007-01-09,1412.11,1795.63
2007-01-10,1414.85,1816.15
2007-01-11,1423.82,1834.86
2007-01-12,1430.73,1844.81
2007-01-16,1431.9,1842.44
2007-01-17,1430.62,1827.68
2007-01-18,1426.37,1793.68
2007-01-19,1430.5,1796.81
2007-01-22,1422.95,1779.02
2007-01-23,1427.99,1773.4
2007-01-24,1440.13,1802.63
2007-01-25,1423.9,1777.75
2007-01-26,1422.18,1772.97
2007-01-29,1420.62,1775.08
2007-01-30,1428.82,1777.76
2007-01-31,1438.24,1792.28
2007-02-01,1445.94,1791.45
2007-02-02,1448.39,1798.13
2007-02-05,1446.99,1795.39
2007-02-06,1448.0,1793.06
2007-02-07,1450.02,1810.95
2007-02-08,1448.31,1810.54
2007-02-09,1438.06,1785.53
2007-02-12,1433.37,1778.42
2007-02-13,1444.26,1783.82
2007-02-14,1455.3,1814.98
2007-02-15,1456.81,1823.41
2007-02-16,1455.54,1821.49
2007-02-20,1459.68,1833.71
2007-02-21,1457.63,1839.13
2007-02-22,1456.38,1846.34
2007-02-23,1451.19,1839.77
2007-02-26,1449.37,1830.59
2007-02-27,1399.04,1755.99
2007-02-28,1406.82,1761.65
2007-03-01,1403.17,1753.45
2007-03-02,1387.17,1726.03
2007-03-05,1374.12,1712.94
2007-03-06,1395.41,1743.1
2007-03-07,1391.97,1736.1
2007-03-08,1401.89,1746.43
2007-03-09,1402.85,1744.74
2007-03-12,1406.6,1756.42
2007-03-13,1377.95,1722.48
2007-03-14,1387.17,1743.15
2007-03-15,1392.28,1744.87
2007-03-16,1386.95,1742.23
2007-03-19,1402.06,1758.23
2007-03-20,1410.94,1767.25
2007-03-21,1435.04,1806.35
2007-03-22,1434.54,1799.75
2007-03-23,1436.11,1794.04
2007-03-26,1437.5,1802.95
2007-03-27,1428.61,1789.93
2007-03-28,1417.23,1770.54
2007-03-29,1422.53,1771.72
2007-03-30,1420.86,1772.36
2007-04-02,1424.55,1773.33
2007-04-03,1437.77,1796.31
2007-04-04,1439.37,1801.74
2007-04-05,1443.76,1812.94
2007-04-09,1444.61,1808.19
2007-04-10,1448.39,1816.93
2007-04-11,1438.87,1798.09
2007-04-12,1447.8,1813.49
2007-04-13,1452.85,1816.85
2007-04-16,1468.47,1833.96
2007-04-17,1471.48,1834.91
2007-04-18,1472.5,1832.39
2007-04-19,1470.73,1832.47
2007-04-20,1484.35,1845.89
2007-04-23,1480.93,1850.18
2007-04-24,1480.41,1858.87
2007-04-25,1495.42,1881.33
2007-04-26,1494.25,1889.57
2007-04-27,1494.07,1891.06
2007-04-30,1482.37,1867.75
2007-05-01,1486.3,1873.43
2007-05-02,1495.92,1889.73
2007-05-03,1502.39,1895.64
2007-05-04,1505.62,1895.7
2007-05-07,1509.48,1895.96
2007-05-08,1507.72,1899.83
2007-05-09,1512.58,1905.65
2007-05-10,1491.47,1875.2
2007-05-11,1505.85,1898.79
2007-05-14,1503.15,1888.08
2007-05-15,1501.19,1871.79
2007-05-16,1514.14,1891.57
2007-05-17,1512.75,1884.68
2007-05-18,1522.75,1896.93
2007-05-21,1525.1,1911.16
2007-05-22,1524.12,1916.45
2007-05-23,1522.28,1904.41
2007-05-24,1507.51,1874.6
2007-05-25,1515.73,1889.25
2007-05-29,1518.11,1899.79
2007-05-30,1530.23,1918.08
2007-05-31,1530.62,1928.19
2007-06-01,1536.34,1928.26
2007-06-04,1539.18,1933.73
2007-06-05,1530.95,1932.35
2007-06-06,1517.38,1914.85
2007-06-07,1490.72,1882.17
2007-06-08,1507.67,1906.26
2007-06-11,1509.12,1901.96
2007-06-12,1493.0,1890.67
2007-06-13,1515.67,1913.87
2007-06-14,1522.97,1924.54
2007-06-15,1532.91,1942.41
2007-06-18,1531.05,1944.37
2007-06-19,1533.7,1941.75
2007-06-20,1512.84,1922.12
2007-06-21,1522.19,1941.32
2007-06-22,1502.56,1921.94
2007-06-25,1497.74,1912.9
2007-06-26,1492.89,1908.64
2007-06-27,1506.34,1933.06
2007-06-28,1505.71,1931.67
2007-06-29,1503.35,1934.1
2007-07-02,1519.43,1954.12
2007-07-03,1524.87,1965.2
2007-07-05,1525.4,1981.06
2007-07-06,1530.44,1988.31
2007-07-09,1531.85,1989.2
2007-07-10,1510.12,1971.89
2007-07-11,1518.76,1984.08
2007-07-12,1547.7,2021.03
2007-07-13,1552.5,2032.16
2007-07-16,1549.52,2028.02
2007-07-17,1549.37,2041.78
2007-07-18,1546.17,2037.98
2007-07-19,1553.08,2052.99
2007-07-20,1534.1,2035.88
2007-07-23,1541.57,2036.33
2007-07-24,1511.04,2000.55
2007-07-25,1518.09,2011.14
2007-07-26,1482.66,1986.6
2007-07-27,1458.95,1956.19
2007-07-30,1473.91,1973.93
2007-07-31,1455.27,1932.06
2007-08-01,1465.81,1945.08
2007-08-02,1472.2,1966.6
2007-08-03,1433.06,1918.56
2007-08-06,1467.67,1954.37
2007-08-07,1476.71,1961.64
2007-08-08,1497.49,1987.34
2007-08-09,1453.09,1936.76
2007-08-10,1453.64,1925.14
2007-08-13,1452.92,1934.41
2007-08-14,1426.54,1901.32
2007-08-15,1406.7,1864.92
2007-08-16,1411.27,1846.09
2007-08-17,1445.94,1888.78
2007-08-20,1445.55,1893.05
2007-08-21,1447.12,1910.99
2007-08-22,1464.07,1936.77
2007-08-23,1462.5,1931.88
2007-08-24,1479.37,1961.38
2007-08-27,1466.79,1947.49
2007-08-28,1432.36,1899.24
2007-08-29,1463.76,1954.85
2007-08-30,1457.64,1963.75
2007-08-31,1473.99,1988.73
2007-09-04,1489.42,2020.51
2007-09-05,1472.29,1994.38
2007-09-06,1478.55,1998.67
2007-09-07,1453.55,1958.35
2007-09-10,1451.7,1960.2
2007-09-11,1471.49,1988.98
2007-09-12,1471.56,1988.96
2007-09-13,1483.95,1998.63
2007-09-14,1484.25,2000.82
2007-09-17,1476.65,1983.08
2007-09-18,1519.78,2035.37
2007-09-19,1529.03,2041.36
2007-09-20,1518.75,2032.61
2007-09-21,1525.75,2049.48
2007-09-24,1517.73,2057.25
2007-09-25,1517.21,2076.83
2007-09-26,1525.42,2088.38
2007-09-27,1531.38,2096.39
2007-09-28,1526.75,2091.11
2007-10-01,1547.04,2116.97
2007-10-02,1546.63,2115.89
2007-10-03,1539.59,2103.01
2007-10-04,1542.84,2105.56
2007-10-05,1557.59,2149.67
2007-10-08,1552.58,2163.26
2007-10-09,1565.15,2171.21
2007-10-10,1562.47,2176.98
2007-10-11,1554.41,2140.92
2007-10-12,1561.8,2177.99
2007-10-15,1548.71,2158.92
2007-10-16,1538.53,2151.14
