Date,SP500,NDX
1997-08-18,912.49,1089.55
1997-08-19,926.01,1121.18
1997-08-20,939.35,1145.07
1997-08-21,925.05,1118.72
1997-08-22,923.55,1110.91
1997-08-25,920.16,1107.8
1997-08-26,913.02,1093.21
1997-08-27,913.7,1091.89
1997-08-28,903.67,1070.57
1997-08-29,899.47,1074.17
1997-09-02,927.58,1102.74
1997-09-03,927.86,1100.44
1997-09-04,930.87,1105.82
1997-09-05,929.05,1111.15
1997-09-08,931.2,1117.82
1997-09-09,933.62,1126.73
1997-09-10,919.03,1102.95
1997-09-11,912.59,1105.06
1997-09-12,923.91,1106.07
1997-09-15,919.77,1080.29
1997-09-16,945.64,1116.52
1997-09-17,943.0,1108.63
1997-09-18,947.29,1109.29
1997-09-19,950.51,1118.68
1997-09-22,955.43,1123.65
1997-09-23,951.93,1135.04
1997-09-24,944.48,1115.88
1997-09-25,937.91,1106.48
1997-09-26,945.22,1106.82
1997-09-29,953.34,1118.77
1997-09-30,947.28,1097.17
1997-10-01,955.41,1102.05
1997-10-02,960.46,1112.89
1997-10-03,965.03,1124.44
1997-10-06,972.69,1125.93
1997-10-07,983.12,1140.74
1997-10-08,973.84,1145.34
1997-10-09,970.62,1148.21
1997-10-10,966.98,1137.77
1997-10-13,968.1,1140.48
1997-10-14,970.28,1131.43
1997-10-15,965.72,1119.07
1997-10-16,955.23,1099.38
1997-10-17,944.16,1075.12
1997-10-20,955.61,1088.25
1997-10-21,972.28,1110.55
1997-10-22,968.49,1098.71
1997-10-23,950.69,1074.65
1997-10-24,941.64,1057.34
1997-10-27,876.99,978.85
1997-10-28,921.85,1046.87
1997-10-29,919.16,1029.76
1997-10-30,903.68,1000.7
1997-10-31,914.62,1019.62
1997-11-03,938.99,1050.72
1997-11-04,940.76,1047.62
1997-11-05,942.76,1046.92
1997-11-06,938.03,1034.17
1997-11-07,927.51,1028.32
1997-11-10,921.13,1011.54
1997-11-11,923.78,1010.96
1997-11-12,905.96,980.14
1997-11-13,916.66,1005.25
1997-11-14,928.35,1027.85
1997-11-17,946.2,1049.7
1997-11-18,938.23,1036.31
1997-11-19,944.59,1039.12
1997-11-20,958.98,1062.49
1997-11-21,963.09,1056.59
1997-11-24,946.67,1030.22
1997-11-25,950.82,1038.06
1997-11-26,951.64,1044.24
1997-11-28,955.4,1050.51
1997-12-01,974.78,1079.23
1997-12-02,971.68,1052.07
1997-12-03,976.77,1061.62
1997-12-04,973.1,1052.76
1997-12-05,983.79,1070.27
1997-12-08,982.37,1082.92
1997-12-09,975.78,1050.67
1997-12-10,969.79,1033.21
1997-12-11,954.94,1001.88
1997-12-12,953.39,978.49
1997-12-15,963.39,984.38
1997-12-16,968.04,997.31
1997-12-17,965.54,983.63
1997-12-18,955.3,966.77
1997-12-19,946.78,969.9
1997-12-22,953.7,975.69
1997-12-23,939.13,949.57
1997-12-24,932.7,938.99
1997-12-26,936.46,954.07
1997-12-29,953.35,978.53
1997-12-30,970.84,998.46
1997-12-31,970.43,990.8
1998-01-02,975.04,1008.23
1998-01-05,977.07,1017.42
1998-01-06,966.58,1006.29
1998-01-07,964.0,991.19
1998-01-08,956.05,994.54
1998-01-09,927.69,956.19
1998-01-12,939.21,971.17
1998-01-13,952.12,995.05
1998-01-14,957.94,996.37
1998-01-15,950.73,995.58
1998-01-16,961.51,1005.87
1998-01-20,978.6,1026.88
1998-01-21,970.81,1026.52
1998-01-22,963.04,1020.63
1998-01-23,957.59,1024.47
1998-01-26,956.95,1016.4
1998-01-27,969.02,1035.76
1998-01-28,977.46,1063.22
1998-01-29,985.49,1069.0
1998-01-30,980.28,1071.13
1998-02-02,1001.27,1100.99
1998-02-03,1006.0,1111.26
1998-02-04,1006.9,1124.44
1998-02-05,1003.54,1114.86
1998-02-06,1012.46,1134.32
1998-02-09,1010.74,1122.72
1998-02-10,1019.01,1139.79
1998-02-11,1020.01,1138.81
1998-02-12,1024.14,1144.8
1998-02-13,1020.09,1136.69
1998-02-17,1022.76,1128.63
1998-02-18,1032.08,1140.74
1998-02-19,1028.28,1156.75
1998-02-20,1034.21,1159.73
1998-02-23,1038.14,1185.53
1998-02-24,1030.56,1172.4
1998-02-25,1042.9,1200.39
1998-02-26,1048.67,1206.97
1998-02-27,1049.34,1194.13
1998-03-02,1047.7,1177.59
1998-03-03,1052.02,1175.72
1998-03-04,1047.33,1179.87
1998-03-05,1035.05,1126.83
1998-03-06,1055.69,1163.11
1998-03-09,1052.31,1128.37
1998-03-10,1064.25,1148.61
1998-03-11,1068.47,1153.87
1998-03-12,1069.92,1163.27
1998-03-13,1068.61,1169.29
1998-03-16,1079.27,1180.17
1998-03-17,1080.45,1167.89
1998-03-18,1085.52,1177.01
1998-03-19,1089.74,1186.16
1998-03-20,1099.16,1169.43
1998-03-23,1095.55,1179.18
1998-03-24,1105.65,1197.81
1998-03-25,1101.93,1214.82
1998-03-26,1100.8,1217.94
1998-03-27,1095.44,1211.64
1998-03-30,1093.55,1206.64
1998-03-31,1101.75,1220.66
1998-04-01,1108.15,1228.41
1998-04-02,1120.01,1230.18
1998-04-03,1122.7,1233.66
1998-04-06,1121.38,1205.37
1998-04-07,1109.55,1182.13
1998-04-08,1101.65,1191.06
1998-04-09,1110.67,1196.9
1998-04-13,1109.69,1202.97
1998-04-14,1115.75,1213.12
1998-04-15,1119.32,1231.36
1998-04-16,1108.17,1227.53
1998-04-17,1122.72,1231.25
1998-04-20,1123.65,1253.11
1998-04-21,1126.67,1269.7
1998-04-22,1130.54,1290.9
1998-04-23,1119.58,1258.58
1998-04-24,1107.9,1250.14
1998-04-27,1086.54,1220.05
1998-04-28,1085.11,1222.5
1998-04-29,1094.63,1239.56
1998-04-30,1111.75,1248.12
1998-05-01,1121.0,1251.53
1998-05-04,1122.07,1255.82
1998-05-05,1115.5,1247.27
1998-05-06,1104.92,1242.25
1998-05-07,1095.14,1222.68
1998-05-08,1108.14,1254.03
1998-05-11,1106.64,1237.67
1998-05-12,1115.79,1256.41
1998-05-13,1118.86,1263.08
1998-05-14,1117.37,1266.1
1998-05-15,1108.73,1249.49
1998-05-18,1105.82,1242.5
1998-05-19,1109.52,1255.59
1998-05-20,1119.06,1237.75
1998-05-21,1114.64,1223.7
1998-05-22,1110.47,1214.13
1998-05-26,1094.02,1200.12
1998-05-27,1092.23,1209.46
1998-05-28,1097.6,1214.83
1998-05-29,1090.82,1192.07
1998-06-01,1090.98,1165.55
1998-06-02,1093.22,1187.15
1998-06-03,1082.73,1163.98
1998-06-04,1094.83,1195.19
1998-06-05,1113.86,1206.7
1998-06-08,1115.72,1207.02
1998-06-09,1118.41,1223.48
1998-06-10,1112.28,1199.3
1998-06-11,1094.58,1185.11
1998-06-12,1098.84,1186.99
1998-06-15,1077.01,1173.57
1998-06-16,1087.59,1210.9
1998-06-17,1107.11,1224.08
1998-06-18,1106.37,1227.33
1998-06-19,1100.65,1239.71
1998-06-22,1103.21,1263.93
1998-06-23,1119.49,1302.39
1998-06-24,1132.88,1331.16
1998-06-25,1129.28,1311.4
1998-06-26,1133.2,1320.94
1998-06-29,1138.49,1339.71
1998-06-30,1133.84,1337.34
1998-07-01,1148.56,1356.14
1998-07-02,1146.42,1332.53
1998-07-06,1157.33,1342.58
1998-07-07,1154.66,1346.32
1998-07-08,1166.38,1377.84
1998-07-09,1158.56,1383.22
1998-07-10,1164.33,1391.11
1998-07-13,1165.19,1420.58
1998-07-14,1177.58,1418.13
1998-07-15,1174.81,1449.58
1998-07-16,1183.99,1452.62
1998-07-17,1186.75,1463.97
1998-07-20,1184.1,1465.89
1998-07-21,1165.07,1431.89
1998-07-22,1164.08,1430.58
1998-07-23,1139.75,1405.8
1998-07-24,1140.8,1408.6
1998-07-27,1147.27,1426.37
1998-07-28,1130.24,1393.28
1998-07-29,1125.21,1380.08
1998-07-30,1142.95,1422.05
1998-07-31,1120.67,1377.26
1998-08-03,1112.44,1368.44
1998-08-04,1072.12,1317.24
1998-08-05,1081.43,1329.9
1998-08-06,1089.63,1365.87
1998-08-07,1089.45,1364.07
1998-08-10,1083.14,1362.88
1998-08-11,1068.98,1330.13
1998-08-12,1084.22,1354.66
1998-08-13,1074.91,1338.39
1998-08-14,1062.75,1330.04
1998-08-17,1083.67,1367.79
1998-08-18,1101.2,1401.24
1998-08-19,1098.06,1398.26
1998-08-20,1091.6,1398.2
1998-08-21,1081.24,1374.77
1998-08-24,1088.14,1370.92
1998-08-25,1092.85,1388.35
1998-08-26,1084.19,1374.05
1998-08-27,1042.59,1312.28
1998-08-28,1027.14,1265.04
1998-08-31,957.28,1140.34
1998-09-01,994.26,1215.06
1998-09-02,990.47,1221.44
1998-09-03,982.26,1208.96
1998-09-04,973.89,1205.41
1998-09-08,1023.46,1286.47
1998-09-09,1006.2,1261.77
1998-09-10,980.19,1235.37
1998-09-11,1009.06,1290.2
1998-09-14,1029.72,1308.23
1998-09-15,1037.68,1324.19
1998-09-16,1045.48,1331.45
1998-09-17,1018.87,1291.79
1998-09-18,1020.09,1300.7
1998-09-21,1023.89,1327.7
1998-09-22,1029.63,1336.19
1998-09-23,1066.09,1394.65
1998-09-24,1042.72,1356.46
1998-09-25,1044.75,1390.09
1998-09-28,1048.69,1383.25
1998-09-29,1049.02,1384.89
1998-09-30,1017.01,1345.48
1998-10-01,986.39,1273.74
1998-10-02,1002.6,1276.44
1998-10-05,988.56,1207.68
1998-10-06,984.59,1184.84
1998-10-07,970.68,1151.09
1998-10-08,959.44,1128.88
1998-10-09,984.39,1197.87
1998-10-12,997.71,1243.4
1998-10-13,994.8,1206.9
1998-10-14,1005.53,1235.67
1998-10-15,1047.49,1299.66
1998-10-16,1056.42,1293.91
1998-10-19,1062.39,1310.17
1998-10-20,1063.93,1283.23
1998-10-21,1069.92,1332.05
1998-10-22,1078.48,1355.19
1998-10-23,1070.67,1340.6
1998-10-26,1072.32,1368.93
1998-10-27,1065.34,1353.34
1998-10-28,1068.09,1379.96
1998-10-29,1085.93,1396.3
1998-10-30,1098.67,1400.52
1998-11-02,1111.6,1418.79
1998-11-03,1110.84,1401.73
1998-11-04,1118.67,1434.0
1998-11-05,1133.85,1442.04
1998-11-06,1141.01,1458.34
1998-11-09,1130.2,1467.63
1998-11-10,1128.26,1477.48
1998-11-11,1120.97,1480.71
1998-11-12,1117.69,1466.54
1998-11-13,1125.72,1465.22
1998-11-16,1135.87,1475.6
1998-11-17,1139.32,1498.55
1998-11-18,1144.48,1514.89
1998-11-19,1152.61,1537.45
1998-11-20,1163.55,1544.22
1998-11-23,1188.21,1589.06
1998-11-24,1182.99,1580.83
1998-11-25,1186.87,1598.48
1998-11-27,1192.33,1628.35
1998-11-30,1163.63,1557.96
1998-12-01,1175.28,1632.53
1998-12-02,1171.25,1619.09
1998-12-03,1150.14,1573.78
1998-12-04,1176.74,1630.01
1998-12-07,1187.7,1676.89
1998-12-08,1181.38,1668.16
1998-12-09,1183.49,1685.38
1998-12-10,1165.02,1652.76
1998-12-11,1166.46,1675.01
1998-12-14,1141.2,1614.09
1998-12-15,1162.83,1663.78
1998-12-16,1161.94,1656.28
1998-12-17,1179.98,1689.63
1998-12-18,1188.03,1735.0
1998-12-21,1202.84,1787.3
1998-12-22,1203.57,1767.82
1998-12-23,1228.54,1818.96
1998-12-24,1226.27,1806.04
1998-12-28,1225.49,1823.99
1998-12-29,1241.81,1823.31
1998-12-30,1231.93,1810.97
1998-12-31,1229.23,1836.01
1999-01-04,1228.1,1854.39
1999-01-05,1244.78,1903.0
1999-01-06,1272.34,1963.95
1999-01-07,1269.73,1966.35
1999-01-08,1275.09,1973.66
1999-01-11,1263.88,2000.18
1999-01-12,1239.51,1939.75
1999-01-13,1234.4,1948.71
1999-01-14,1212.19,1906.12
1999-01-15,1243.26,1981.62
1999-01-19,1252.0,2033.71
1999-01-20,1256.62,2033.71
1999-01-21,1235.16,1961.76
1999-01-22,1225.19,1964.21
1999-01-25,1233.98,1997.16
1999-01-26,1252.31,2062.2
1999-01-27,1243.17,2030.36
1999-01-28,1265.37,2104.59
1999-01-29,1279.64,2127.19
1999-02-01,1273.0,2130.93
1999-02-02,1261.99,2078.69
1999-02-03,1272.07,2119.94
1999-02-04,1248.49,2027.66
1999-02-05,1239.4,1988.69
1999-02-08,1243.77,2034.36
1999-02-09,1216.14,1935.33
1999-02-10,1223.55,1944.18
1999-02-11,1254.04,2044.68
1999-02-12,1230.13,1958.6
1999-02-16,1241.87,1954.49
1999-02-17,1224.03,1891.37
1999-02-18,1237.28,1906.09
1999-02-19,1239.22,1931.59
1999-02-22,1272.14,1996.02
1999-02-23,1271.18,2028.23
1999-02-24,1253.41,1989.14
1999-02-25,1245.02,1974.39
1999-02-26,1238.33,1925.28
1999-03-01,1236.16,1937.7
1999-03-02,1225.5,1888.66
1999-03-03,1227.7,1899.81
1999-03-04,1246.64,1933.03
1999-03-05,1275.47,1969.87
1999-03-08,1282.73,2034.05
1999-03-09,1279.84,2028.57
1999-03-10,1286.84,2038.51
1999-03-11,1297.68,2043.76
1999-03-12,1294.59,2008.96
1999-03-15,1307.26,2060.34
1999-03-16,1306.38,2073.31
1999-03-17,1297.82,2064.5
1999-03-18,1316.55,2102.77
1999-03-19,1299.29,2053.69
1999-03-22,1297.01,2027.14
1999-03-23,1262.14,1961.31
1999-03-24,1268.59,2013.55
1999-03-25,1289.99,2083.35
1999-03-26,1282.8,2067.3
1999-03-29,1310.17,2144.66
1999-03-30,1300.75,2125.69
1999-03-31,1286.37,2106.39
1999-04-01,1293.72,2146.13
1999-04-05,1321.12,2219.64
1999-04-06,1317.89,2218.83
1999-04-07,1326.89,2192.29
1999-04-08,1343.98,2224.75
1999-04-09,1348.35,2232.47
1999-04-12,1358.64,2219.21
1999-04-13,1349.82,2175.18
1999-04-14,1328.44,2103.63
1999-04-15,1322.86,2135.81
1999-04-16,1319.0,2086.46
1999-04-19,1289.48,1967.58
1999-04-20,1306.17,2030.28
1999-04-21,1336.12,2105.82
1999-04-22,1358.82,2183.49
1999-04-23,1356.85,2210.44
1999-04-26,1360.04,2260.66
1999-04-27,1362.8,2207.03
1999-04-28,1350.91,2150.44
1999-04-29,1342.83,2119.29
1999-04-30,1335.18,2136.39
1999-05-03,1354.63,2137.95
1999-05-04,1332.0,2097.55
1999-05-05,1347.31,2155.77
1999-05-06,1332.05,2078.63
1999-05-07,1345.0,2117.73
1999-05-10,1340.3,2134.75
1999-05-11,1355.61,2175.85
1999-05-12,1364.0,2217.68
1999-05-13,1367.56,2179.08
1999-05-14,1337.8,2125.15
1999-05-17,1339.49,2175.74
1999-05-18,1333.32,2159.26
1999-05-19,1344.23,2186.2
1999-05-20,1338.83,2139.95
1999-05-21,1330.29,2114.4
1999-05-24,1306.65,2060.59
1999-05-25,1284.4,1999.04
1999-05-26,1304.76,2053.04
1999-05-27,1281.41,2050.09
1999-05-28,1301.84,2089.7
1999-06-01,1294.26,2025.79
1999-06-02,1294.81,2074.54
1999-06-03,1299.54,2030.4
1999-06-04,1327.75,2109.41
1999-06-07,1334.52,2152.69
1999-06-08,1317.33,2086.75
1999-06-09,1318.64,2135.48
1999-06-10,1302.82,2097.79
1999-06-11,1293.64,2062.29
1999-06-14,1294.0,2028.92
1999-06-15,1301.16,2058.17
1999-06-16,1330.41,2167.49
1999-06-17,1339.9,2190.83
1999-06-18,1342.84,2205.46
1999-06-21,1349.0,2268.66
1999-06-22,1335.88,2209.89
1999-06-23,1333.06,2239.33
1999-06-24,1315.78,2184.87
1999-06-25,1315.31,2185.76
1999-06-28,1331.35,2243.94
1999-06-29,1351.45,2280.06
1999-06-30,1372.71,2296.77
1999-07-01,1380.96,2322.32
1999-07-02,1391.22,2347.88
1999-07-06,1388.12,2330.73
1999-07-07,1395.86,2340.67
1999-07-08,1394.42,2374.58
1999-07-09,1403.28,2393.02
1999-07-12,1399.1,2384.24
1999-07-13,1393.56,2373.66
1999-07-14,1398.17,2417.05
1999-07-15,1409.62,2429.27
1999-07-16,1418.78,2459.48
1999-07-19,1407.65,2424.62
1999-07-20,1377.1,2329.32
1999-07-21,1379.29,2363.63
1999-07-22,1360.97,2281.92
1999-07-23,1356.94,2302.02
1999-07-26,1347.76,2233.51
1999-07-27,1362.84,2308.78
1999-07-28,1365.4,2333.78
1999-07-29,1341.03,2263.06
1999-07-30,1328.72,2270.93
1999-08-02,1328.05,2264.81
1999-08-03,1322.18,2239.18
1999-08-04,1305.33,2204.33
1999-08-05,1313.71,2232.23
1999-08-06,1300.29,2212.15
1999-08-09,1297.8,2187.61
1999-08-10,1281.43,2163.77
1999-08-11,1301.93,2241.8
1999-08-12,1298.16,2214.33
1999-08-13,1327.68,2307.06
1999-08-16,1330.77,2313.08
1999-08-17,1344.16,2337.37
1999-08-18,1332.84,2317.39
1999-08-19,1323.59,2278.79
1999-08-20,1336.61,2315.07
1999-08-23,1360.22,2385.87
1999-08-24,1363.5,2404.82
1999-08-25,1381.79,2460.92
1999-08-26,1362.01,2417.3
1999-08-27,1348.27,2402.57
1999-08-30,1324.02,2366.88
1999-08-31,1320.41,2396.87
1999-09-01,1331.07,2404.94
1999-09-02,1319.11,2392.6
1999-09-03,1357.24,2506.69
1999-09-07,1350.45,2491.82
1999-09-08,1344.15,2454.67
1999-09-09,1347.66,2505.5
1999-09-10,1351.66,2534.61
1999-09-13,1344.13,2483.1
1999-09-14,1336.29,2522.46
1999-09-15,1317.97,2463.09
1999-09-16,1318.48,2466.88
1999-09-17,1335.42,2536.91
1999-09-20,1335.53,2545.41
1999-09-21,1307.58,2473.74
1999-09-22,1310.51,2513.94
1999-09-23,1280.41,2403.07
1999-09-24,1277.36,2399.58
1999-09-27,1283.31,2426.51
1999-09-28,1282.2,2428.11
1999-09-29,1268.37,2398.78
1999-09-30,1282.71,2407.9
1999-10-01,1282.81,2404.45
1999-10-04,1304.6,2467.92
1999-10-05,1301.35,2471.5
1999-10-06,1325.4,2532.4
1999-10-07,1317.64,2532.0
1999-10-08,1336.02,2555.36
1999-10-11,1335.21,2578.88
1999-10-12,1313.04,2526.82
1999-10-13,1285.55,2454.49
1999-10-14,1283.42,2470.99
1999-10-15,1247.41,2403.81
1999-10-18,1254.13,2362.11
1999-10-19,1261.32,2362.25
1999-10-20,1289.43,2466.29
1999-10-21,1283.61,2477.14
1999-10-22,1301.65,2485.9
1999-10-25,1293.63,2484.19
1999-10-26,1281.91,2466.4
1999-10-27,1296.71,2457.46
1999-10-28,1342.44,2539.93
1999-10-29,1362.93,2637.44
1999-11-01,1354.12,2616.36
1999-11-02,1347.74,2626.99
1999-11-03,1354.93,2672.72
1999-11-04,1362.64,2703.11
1999-11-05,1370.23,2755.7
1999-11-08,1377.01,2786.27
1999-11-09,1365.28,2763.58
1999-11-10,1373.46,2797.61
1999-11-11,1381.46,2849.81
1999-11-12,1396.06,2888.91
1999-11-15,1394.39,2875.87
1999-11-16,1420.07,2940.25
1999-11-17,1410.71,2911.69
1999-11-18,1424.94,3003.49
1999-11-19,1422.0,3028.84
1999-11-22,1420.94,3049.61
1999-11-23,1404.64,2999.78
1999-11-24,1417.08,3108.52
1999-11-26,1416.62,3116.62
1999-11-29,1407.83,3063.23
1999-11-30,1388.91,2966.71
1999-12-01,1397.72,2997.28
1999-12-02,1409.04,3108.47
1999-12-03,1433.3,3172.37
1999-12-06,1423.33,3191.09
1999-12-07,1409.17,3205.08
1999-12-08,1403.88,3164.08
1999-12-09,1408.11,3167.52
1999-12-10,1417.04,3203.28
1999-12-13,1415.22,3242.37
1999-12-14,1403.17,3167.29
1999-12-15,1413.32,3239.18
1999-12-16,1418.78,3332.31
1999-12-17,1421.03,3359.86
1999-12-20,1418.09,3390.01
1999-12-21,1433.43,3528.53
1999-12-22,1436.13,3562.29
1999-12-23,1458.34,3590.28
1999-12-27,1457.1,3598.51
1999-12-28,1457.66,3579.95
1999-12-29,1463.46,3689.68
1999-12-30,1464.47,3683.67
1999-12-31,1469.25,3707.83
2000-01-03,1455.22,3790.55
2000-01-04,1399.42,3546.2
2000-01-05,1402.11,3507.31
2000-01-06,1403.45,3340.81
2000-01-07,1441.47,3529.6
2000-01-10,1457.6,3717.41
2000-01-11,1438.56,3544.35
2000-01-12,1432.25,3478.14
2000-01-13,1449.68,3612.08
2000-01-14,1465.15,3704.74
2000-01-18,1455.14,3757.78
2000-01-19,1455.9,3790.89
2000-01-20,1445.57,3841.74
2000-01-21,1441.36,3849.96
2000-01-24,1401.53,3660.96
2000-01-25,1410.03,3759.11
2000-01-26,1404.09,3621.21
2000-01-27,1398.56,3593.15
2000-01-28,1360.16,3446.13
2000-01-31,1394.46,3570.05
2000-02-01,1409.28,3701.78
2000-02-02,1409.12,3724.46
2000-02-03,1424.97,3851.16
2000-02-04,1424.37,3874.37
2000-02-07,1424.24,3933.34
2000-02-08,1441.72,4062.77
2000-02-09,1411.7,3968.46
2000-02-10,1416.83,4090.0
2000-02-11,1387.12,3968.89
2000-02-14,1389.94,3986.13
2000-02-15,1402.05,3997.03
2000-02-16,1387.67,3997.97
2000-02-17,1388.26,4125.38
2000-02-18,1346.09,3965.75
2000-02-22,1352.17,3969.13
2000-02-23,1360.69,4170.09
2000-02-24,1353.43,4253.05
2000-02-25,1333.36,4178.58
2000-02-28,1348.05,4162.13
2000-02-29,1366.42,4266.94
2000-03-01,1379.19,4309.01
2000-03-02,1381.76,4234.26
2000-03-03,1409.17,4442.87
2000-03-06,1391.28,4457.18
2000-03-07,1355.62,4390.83
2000-03-08,1366.7,4445.68
2000-03-09,1401.69,4586.26
2000-03-10,1395.07,4587.16
2000-03-13,1383.62,4426.8
2000-03-14,1359.15,4226.99
2000-03-15,1392.15,4130.01
2000-03-16,1458.47,4353.33
2000-03-17,1464.47,4440.45
2000-03-20,1456.63,4261.15
2000-03-21,1493.87,4449.33
2000-03-22,1500.64,4596.81
2000-03-23,1527.35,4660.62
2000-03-24,1527.46,4691.61
2000-03-27,1523.86,4704.73
2000-03-28,1507.73,4583.39
2000-03-29,1508.52,4413.92
2000-03-30,1487.92,4250.19
2000-03-31,1498.58,4397.84
2000-04-03,1505.97,4077.02
2000-04-04,1494.73,4034.17
2000-04-05,1487.37,4030.26
2000-04-06,1501.34,4086.73
2000-04-07,1516.35,4291.53
2000-04-10,1504.46,3998.26
2000-04-11,1500.59,3909.21
2000-04-12,1467.17,3633.63
2000-04-13,1440.51,3553.81
2000-04-14,1356.56,3205.7
2000-04-17,1401.44,3529.45
2000-04-18,1441.61,3715.81
2000-04-19,1427.47,3583.07
2000-04-20,1434.54,3505.29
2000-04-24,1429.86,3353.53
2000-04-25,1477.44,3621.56
2000-04-26,1460.99,3505.71
2000-04-27,1464.92,3692.57
2000-04-28,1452.43,3773.18
2000-05-01,1468.25,3829.29
2000-05-02,1446.29,3627.31
2000-05-03,1415.1,3562.16
2000-05-04,1409.57,3570.73
2000-05-05,1432.63,3688.36
2000-05-08,1424.17,3521.6
2000-05-09,1412.14,3444.64
2000-05-10,1383.05,3244.73
2000-05-11,1407.81,3381.57
2000-05-12,1420.96,3406.25
2000-05-15,1452.36,3512.11
2000-05-16,1466.04,3646.89
2000-05-17,1447.8,3550.5
2000-05-18,1437.21,3426.35
2000-05-19,1406.95,3260.64
2000-05-22,1400.72,3264.71
2000-05-23,1373.86,3023.42
2000-05-24,1399.05,3180.31
2000-05-25,1381.52,3099.28
2000-05-26,1378.02,3101.44
2000-05-30,1422.45,3414.03
2000-05-31,1420.6,3324.08
2000-06-01,1448.81,3518.98
2000-06-02,1477.26,3755.67
2000-06-05,1467.63,3730.31
2000-06-06,1457.84,3646.32
2000-06-07,1471.36,3736.01
2000-06-08,1461.67,3707.31
2000-06-09,1456.95,3760.26
2000-06-12,1446.0,3638.42
2000-06-13,1469.44,3765.81
2000-06-14,1470.54,3677.49
2000-06-15,1478.73,3752.01
2000-06-16,1464.46,3787.36
2000-06-19,1486.0,3933.7
2000-06-20,1475.95,3933.83
2000-06-21,1479.13,3970.0
2000-06-22,1452.18,3804.11
2000-06-23,1441.48,3685.3
2000-06-26,1455.31,3771.45
2000-06-27,1450.55,3699.0
2000-06-28,1454.82,3771.06
2000-06-29,1442.39,3665.83
2000-06-30,1454.6,3763.79
2000-07-03,1469.54,3804.78
2000-07-05,1446.23,3649.8
2000-07-06,1456.67,3793.48
2000-07-07,1478.9,3841.27
2000-07-10,1475.62,3772.2
2000-07-11,1480.88,3744.53
2000-07-12,1492.92,3901.12
2000-07-13,1495.84,3956.67
2000-07-14,1509.98,4041.15
2000-07-17,1510.49,4061.88
2000-07-18,1493.74,3960.96
2000-07-19,1481.96,3843.98
2000-07-20,1495.57,3995.46
2000-07-21,1480.19,3908.75
2000-07-24,1464.29,3790.62
2000-07-25,1474.47,3865.39
2000-07-26,1452.42,3818.28
2000-07-27,1449.62,3681.63
2000-07-28,1419.89,3477.31
2000-07-31,1430.83,3609.35
2000-08-01,1438.1,3521.15
2000-08-02,1438.7,3490.34
2000-08-03,1452.56,3623.5
2000-08-04,1462.93,3618.63
2000-08-07,1479.32,3710.39
2000-08-08,1482.8,3686.37
2000-08-09,1472.87,3693.04
2000-08-10,1460.25,3595.19
2000-08-11,1471.84,3644.61
2000-08-14,1491.56,3719.61
2000-08-15,1484.43,3722.62
2000-08-16,1479.85,3721.25
2000-08-17,1496.07,3830.59
2000-08-18,1491.72,3807.51
2000-08-21,1499.48,3827.62
2000-08-22,1498.13,3827.89
2000-08-23,1505.97,3896.92
2000-08-24,1508.31,3949.57
2000-08-25,1506.45,3931.25
2000-08-28,1514.09,3954.24
2000-08-29,1509.84,3951.94
2000-08-30,1502.59,3968.73
2000-08-31,1517.68,4077.59
2000-09-01,1520.77,4099.3
2000-09-05,1507.08,3987.03
2000-09-06,1492.25,3837.62
2000-09-07,1502.51,3953.36
2000-09-08,1494.5,3813.44
2000-09-11,1489.26,3706.74
2000-09-12,1481.99,3666.87
2000-09-13,1484.91,3741.75
2000-09-14,1480.87,3737.42
2000-09-15,1465.81,3676.33
2000-09-18,1444.51,3585.52
2000-09-19,1459.9,3756.4
2000-09-20,1451.34,3790.45
2000-09-21,1449.05,3718.15
2000-09-22,1448.72,3701.18
2000-09-25,1439.03,3622.1
2000-09-26,1427.21,3582.59
2000-09-27,1426.57,3571.9
2000-09-28,1458.29,3725.15
2000-09-29,1436.51,3570.61
2000-10-02,1436.23,3457.97
2000-10-03,1426.46,3353.34
2000-10-04,1434.32,3453.36
2000-10-05,1436.28,3424.32
2000-10-06,1408.99,3311.94
2000-10-09,1402.03,3318.9
2000-10-10,1387.02,3188.29
2000-10-11,1364.59,3100.53
2000-10-12,1329.78,3004.45
2000-10-13,1374.17,3277.77
2000-10-16,1374.62,3249.46
2000-10-17,1349.97,3172.19
2000-10-18,1342.13,3139.31
2000-10-19,1388.76,3402.95
2000-10-20,1396.93,3456.61
2000-10-23,1395.78,3422.0
2000-10-24,1398.13,3353.26
2000-10-25,1364.9,3107.61
2000-10-26,1364.44,3167.14
2000-10-27,1379.58,3175.25
2000-10-30,1398.66,3081.07
2000-10-31,1429.4,3282.3
2000-11-01,1421.22,3225.27
2000-11-02,1428.32,3308.48
2000-11-03,1426.69,3321.91
2000-11-06,1432.19,3290.47
2000-11-07,1431.87,3279.57
2000-11-08,1409.28,3059.09
2000-11-09,1400.14,3057.06
2000-11-10,1365.98,2890.26
2000-11-13,1351.26,2836.62
2000-11-14,1382.95,3039.5
2000-11-15,1389.81,3076.7
2000-11-16,1372.32,2925.16
2000-11-17,1367.72,2934.81
2000-11-20,1342.62,2792.41
2000-11-21,1347.35,2786.53
2000-11-22,1322.36,2668.25
2000-11-24,1341.77,2830.09
2000-11-27,1348.97,2769.32
2000-11-28,1336.09,2621.11
2000-11-29,1341.91,2602.85
2000-11-30,1314.95,2506.54
