Date,SDS,SH,SPY,
2012-06-13,269.78,75.68,132.07,
2012-06-14,263.95,74.92,133.47,
2012-06-15,258.56,74.14,134.14,
2012-06-18,257.92,73.98,134.4,
2012-06-19,252.8,73.24,135.7,
2012-06-20,253.28,73.36,135.48,
2012-06-21,264.96,74.96,132.44,
2012-06-22,260.48,74.48,133.46,
2012-06-25,269.44,75.58,131.32,
2012-06-26,266.56,75.28,131.98,
2012-06-27,261.92,74.54,133.17,
2012-06-28,263.2,74.8,132.79,
2012-06-29,249.44,72.92,136.11,
2012-07-02,248.8,72.7,136.51,
2012-07-03,245.12,72.21,137.41,
2012-07-05,247.52,72.5,136.79,
2012-07-06,252.16,73.18,135.49,
2012-07-09,252.96,73.3,135.32,
2012-07-10,257.28,73.96,134.14,
2012-07-11,257.12,73.96,134.16,
2012-07-12,259.52,74.3,133.51,
2012-07-13,251.2,73.08,135.75,
2012-07-16,251.84,73.2,135.43,
2012-07-17,248.32,72.68,136.36,
2012-07-18,245.12,72.2,137.37,
2012-07-19,243.39,72,137.73,
2012-07-20,247.68,72.62,136.47,
2012-07-23,252.8,73.36,135.09,
2012-07-24,257.12,74,133.93,
2012-07-25,257.44,74,133.96,
2012-07-26,248.64,72.76,136.17,
2012-07-27,239.52,71.4,138.68,
2012-07-30,239.36,71.4,138.68,
2012-07-31,242.56,71.84,137.71,
2012-08-01,242.9,71.96,137.59,
2012-08-02,246.56,72.42,136.64,
2012-08-03,236.96,71.08,139.35,
2012-08-06,235.84,70.88,139.62,
2012-08-07,233.44,70.54,140.32,
2012-08-08,233.12,70.44,140.49,
2012-08-09,232.48,70.4,140.61,
2012-08-10,231.82,70.24,140.84,
2012-08-13,231.68,70.26,140.77,
2012-08-14,231.84,70.26,140.79,
2012-08-15,231.52,70.2,140.95,
2012-08-16,228,69.68,141.99,
2012-08-17,227.04,69.58,142.18,
2012-08-20,227.52,69.56,142.19,
2012-08-21,228.8,69.78,141.76,
2012-08-22,228.64,69.75,141.82,
2012-08-23,232.16,70.3,140.67,
2012-08-24,229.28,69.84,141.51,
2012-08-27,229.44,69.86,141.54,
2012-08-28,229.76,69.92,141.4,
2012-08-29,229.1,69.88,141.51,
2012-08-30,232.8,70.4,140.49,
2012-08-31,230.56,70.12,141.16,
2012-09-04,231.04,70.14,141.03,
2012-09-05,231.2,70.16,140.91,
2012-09-06,221.92,68.76,143.77,
2012-09-07,219.84,68.42,144.33,
2012-09-10,222.4,68.84,143.51,
2012-09-11,221.44,68.66,143.91,
2012-09-12,219.84,68.44,144.39,
2012-09-13,212.8,67.36,146.59,
2012-09-14,211.04,67.04,147.24,
2012-09-17,212.48,67.28,146.74,
2012-09-18,212.64,67.36,146.62,
2012-09-19,212.48,67.28,146.7,
2012-09-20,212.61,67.32,146.71,
2012-09-21,212.72,67.34,145.87,
2012-09-24,213.28,67.4,145.65,
2012-09-25,217.6,68.06,144.1,
2012-09-26,220.16,68.52,143.3,
2012-09-27,216,67.86,144.64,
2012-09-28,218.08,68.16,143.97,
2012-10-01,217.12,68.02,144.35,
2012-10-02,216.8,67.96,144.5,
2012-10-03,214.88,67.64,145.09,
2012-10-04,211.7,67.16,146.13,
2012-10-05,211.68,67.14,146.14,
2012-10-08,213.04,67.34,145.64,
2012-10-09,217.16,68.02,144.2,
2012-10-10,220.04,68.48,143.28,
2012-10-11,219.7,68.44,143.36,
2012-10-12,221.44,68.66,142.89,
2012-10-15,217.52,68.12,144.08,
2012-10-16,213.28,67.36,145.54,
2012-10-17,211.36,67.08,146.2,
2012-10-18,212.2,67.24,145.82,
2012-10-19,219.36,68.38,143.39,
2012-10-22,219.28,68.36,143.41,
2012-10-23,225.44,69.34,141.42,
2012-10-24,226.62,69.5,141.02,
2012-10-25,225.28,69.28,141.43,
2012-10-26,225.56,69.36,141.35,
2012-10-31,226.2,69.42,141.35,
2012-11-01,220.64,68.62,142.83,
2012-11-02,224.81,69.2,141.56,
2012-11-05,223.6,69.06,141.85,
2012-11-06,220.48,68.52,142.96,
2012-11-07,230.24,70.08,139.72,
2012-11-08,235.88,70.9,138.04,
2012-11-09,234.99,70.88,138.16,
2012-11-12,234.88,70.8,138.27,
2012-11-13,236.48,71,137.79,
2012-11-14,242.9,71.96,135.93,
2012-11-15,243.92,72.12,135.7,
2012-11-16,241.4,71.8,136.37,
2012-11-19,231.6,70.28,139.13,
2012-11-20,231.24,70.22,139.19,
2012-11-21,230.28,70.1,139.45,
2012-11-23,224.36,69.2,141.35,
2012-11-26,225.01,69.26,141.05,
2012-11-27,227.2,69.68,140.33,
2012-11-28,223.72,69.14,141.46,
2012-11-29,221.76,68.76,142.12,
2012-11-30,221.64,68.8,142.16,
2012-12-03,223.68,69.08,141.45,
2012-12-04,224.47,69.22,141.25,
2012-12-05,223.76,69.06,141.5,
2012-12-06,222.14,68.82,141.98,
2012-12-07,220.76,68.64,142.42,
2012-12-10,220.5,68.6,142.47,
2012-12-11,217.5,68.14,143.44,
2012-12-12,217.4,68.1,143.51,
2012-12-13,219.64,68.5,142.63,
2012-12-14,221.52,68.74,142.11,
2012-12-17,216.36,67.9,143.77,
2012-12-18,211.45,67.2,145.37,
2012-12-19,214.48,67.66,144.29,
2012-12-20,212.2,67.28,145.12,
2012-12-21,216,67.84,142.79,
2012-12-24,217.28,68.04,142.35,
2012-12-26,219.28,68.44,141.75,
2012-12-27,219.66,68.5,141.56,
2012-12-28,224.72,69.24,140.03,
2012-12-31,216.44,68.06,142.41,
2013-01-02,205.62,66.36,146.06,
2013-01-03,206.63,66.4,145.73,
2013-01-04,204.66,66.1,146.37,
2013-01-07,205.84,66.3,145.97,
2013-01-08,207.04,66.48,145.55,
2013-01-09,205.76,66.32,145.92,
2013-01-10,202.82,65.84,147.08,
2013-01-11,202.84,65.78,147.07,
2013-01-14,203,65.86,146.97,
2013-01-15,202.68,65.82,147.07,
2013-01-16,202.92,65.84,147.05,
2013-01-17,200.32,65.42,148,
2013-01-18,199.12,65.22,148.33,
2013-01-22,197.08,64.92,149.13,
2013-01-23,196.56,64.8,149.37,
2013-01-24,196.32,64.78,149.41,
2013-01-25,194.24,64.41,150.25,
2013-01-28,194.72,64.5,150.07,
2013-01-29,192.96,64.18,150.66,
2013-01-30,194.56,64.46,150.07,
2013-01-31,195.44,64.62,149.7,
2013-02-01,191.48,63.9,151.24,
2013-02-04,195.52,64.64,149.54,
2013-02-05,191.92,64,151.05,
2013-02-06,191.48,63.98,151.16,
2013-02-07,191.96,64.06,150.96,
2013-02-08,189.96,63.72,151.8,
2013-02-11,190.04,63.72,151.77,
2013-02-12,189.32,63.62,152.02,
2013-02-13,189.08,63.56,152.15,
2013-02-14,188.52,63.46,152.29,
2013-02-15,189.06,63.54,152.11,
2013-02-19,186.44,63.08,153.25,
2013-02-20,191,63.88,151.34,
2013-02-21,193.12,64.26,150.42,
2013-02-22,189.6,63.6,151.89,
2013-02-25,196.48,64.8,149,
2013-02-26,193.95,64.4,150.02,
2013-02-27,189.04,63.58,151.91,
2013-02-28,189.81,63.78,151.61,
2013-03-01,188.44,63.48,152.11,
2013-03-04,186.68,63.18,152.92,
2013-03-05,183.15,62.56,154.29,
2013-03-06,182.72,62.46,154.5,
2013-03-07,181.92,62.34,154.78,
2013-03-08,180.4,62.1,155.44,
2013-03-11,179.12,61.88,156.03,
2013-03-12,179.92,62.02,155.68,
2013-03-13,179.52,61.9,155.91,
2013-03-14,177.48,61.56,156.73,
2013-03-15,177.96,61.64,155.83,
2013-03-18,179.92,62,154.97,
2013-03-19,180.68,62.14,154.61,
2013-03-20,178.24,61.7,155.69,
2013-03-21,181.24,62.22,154.36,
2013-03-22,178.4,61.74,155.6,
2013-03-25,179.48,61.96,154.95,
2013-03-26,176.96,61.48,156.19,
2013-03-27,177.08,61.48,156.19,
2013-03-28,175.76,61.38,156.67,
2013-04-01,177.2,61.56,156.05,
2013-04-02,175.52,61.24,156.82,
2013-04-03,179.12,61.86,155.23,
2013-04-04,177.68,61.58,155.86,
2013-04-05,179.16,61.84,155.16,
2013-04-08,176.8,61.44,156.21,
2013-04-09,175.64,61.24,156.75,
2013-04-10,171.23,60.48,158.67,
2013-04-11,170.04,60.22,159.19,
2013-04-12,170.88,60.44,158.8,
2013-04-15,178.64,61.76,155.12,
2013-04-16,173.52,60.88,157.41,
2013-04-17,178.92,61.84,155.11,
2013-04-18,180.8,62.16,154.14,
2013-04-19,177.68,61.68,155.48,
2013-04-22,176.16,61.38,156.17,
2013-04-23,172.52,60.72,157.78,
2013-04-24,172.4,60.7,157.88,
2013-04-25,170.88,60.46,158.52,
2013-04-26,171.48,60.54,158.24,
2013-04-29,169.36,60.14,159.3,
2013-04-30,168.48,59.96,159.68,
2013-05-01,171.32,60.52,158.28,
2013-05-02,168.16,59.98,159.75,
2013-05-03,164.7,59.4,161.37,
2013-05-06,163.8,59.18,161.78,
2013-05-07,162.08,58.9,162.6,
2013-05-08,160.64,58.6,163.34,
2013-05-09,161.6,58.8,162.88,
2013-05-10,160.44,58.58,163.41,
2013-05-13,160.36,58.54,163.54,
2013-05-14,156.84,57.92,165.23,
2013-05-15,155.24,57.64,166.12,
2013-05-16,156.68,57.86,165.34,
2013-05-17,153.72,57.34,166.94,
2013-05-20,153.68,57.3,166.93,
2013-05-21,153.16,57.26,167.17,
2013-05-22,155.76,57.66,165.93,
2013-05-23,156.32,57.86,165.45,
2013-05-24,156.6,57.88,165.31,
2013-05-28,154.88,57.52,166.3,
2013-05-29,156.68,57.92,165.22,
2013-05-30,155.52,57.66,165.83,
2013-05-31,160.16,58.54,163.45,
2013-06-03,158.32,58.2,164.35,
2013-06-04,159.88,58.48,163.56,
2013-06-05,164.4,59.3,161.27,
2013-06-06,161.36,58.8,162.73,
2013-06-07,157.36,58,164.8,
2013-06-10,157.32,58,164.8,
2013-06-11,160.44,58.6,163.1,
2013-06-12,163.1,59.08,161.75,
2013-06-13,158.16,58.2,164.21,
2013-06-14,160.16,58.56,163.18,
2013-06-17,157.64,58.08,164.44,
2013-06-18,155.2,57.66,165.74,
2013-06-19,159.36,58.42,163.45,
2013-06-20,167.36,59.9,159.4,
2013-06-21,166.48,59.7,159.07,
2013-06-24,170.44,60.44,157.06,
2013-06-25,167.16,59.84,158.58,
2013-06-26,163.96,59.28,160.14,
2013-06-27,161.92,58.92,161.08,
2013-06-28,163.4,59.38,160.42,
2013-07-01,161.4,58.8,161.36,
2013-07-02,161.76,58.9,161.21,
2013-07-03,161.56,58.82,161.28,
2013-07-05,158.04,58.2,163.02,
2013-07-08,156.28,57.88,163.95,
2013-07-09,154.04,57.46,165.13,
2013-07-10,153.84,57.44,165.19,
2013-07-11,149.68,56.62,167.44,
2013-07-12,149.16,56.64,167.51,
2013-07-15,148.36,56.38,168.16,
2013-07-16,149.52,56.62,167.53,
2013-07-17,148.72,56.48,167.95,
2013-07-18,147.08,56.14,168.87,
2013-07-19,146.6,56.02,169.17,
2013-07-22,146.04,55.94,169.5,
2013-07-23,146.52,56.06,169.14,
2013-07-24,147.56,56.24,168.52,
2013-07-25,147.04,56.16,168.93,
2013-07-26,146.8,56.08,169.11,
2013-07-29,147.56,56.24,168.59,
2013-07-30,147.6,56.22,168.59,
2013-07-31,147.32,56.22,168.71,
2013-08-01,143.92,55.54,170.66,
2013-08-02,143.4,55.44,170.95,
2013-08-05,143.76,55.5,170.7,
2013-08-06,145.4,55.82,169.73,
2013-08-07,146.44,56,169.18,
2013-08-08,145.32,55.8,169.8,
2013-08-09,146.16,56,169.31,
2013-08-12,146.56,56.06,169.11,
2013-08-13,145.56,55.84,169.61,
2013-08-14,147.16,56.14,168.74,
2013-08-15,151.4,56.96,166.38,
2013-08-16,152.12,57.12,165.83,
2013-08-19,154.12,57.48,164.77,
2013-08-20,152.64,57.22,165.58,
2013-08-21,154.56,57.58,164.56,
2013-08-22,151.88,57.06,166.06,
2013-08-23,150.68,56.86,166.62,
2013-08-26,151.88,57.04,166,
2013-08-27,156.72,57.96,163.33,
2013-08-28,155.76,57.78,163.91,
2013-08-29,155.16,57.7,164.17,
2013-08-30,156.32,57.86,163.65,
2013-09-03,154.72,57.62,164.39,
2013-09-04,152.08,57.12,165.75,
2013-09-05,152,57.06,165.96,
2013-09-06,151.68,57.02,166.04,
2013-09-09,148.68,56.44,167.63,
2013-09-10,146.52,56.02,168.87,
2013-09-11,145.54,55.84,169.4,
2013-09-12,146.52,55.98,168.95,
2013-09-13,145.72,55.86,169.33,
2013-09-16,143.92,55.52,170.31,
2013-09-17,142.72,55.3,171.07,
2013-09-18,139.36,54.64,173.05,
2013-09-19,139.72,54.72,172.76,
2013-09-20,141.8,55.14,170.72,
2013-09-23,143,55.38,169.93,
2013-09-24,143.72,55.48,169.53,
2013-09-25,144.44,55.64,169.04,
2013-09-26,143.56,55.46,169.69,
2013-09-27,144.68,55.68,168.91,
2013-09-30,146.32,56.02,168.01,
2013-10-01,143.96,55.56,169.34,
2013-10-02,144.44,55.6,169.18,
2013-10-03,146.96,56.14,167.62,
2013-10-04,144.72,55.72,168.89,
2013-10-07,147.2,56.16,167.43,
2013-10-08,150.68,56.84,165.48,
2013-10-09,150.4,56.78,165.6,
2013-10-10,143.88,55.56,169.17,
2013-10-11,142,55.18,170.26,
2013-10-14,140.84,54.98,170.94,
2013-10-15,143,55.36,169.7,
2013-10-16,138.96,54.58,172.07,
2013-10-17,137.08,54.26,173.22,
2013-10-18,135.4,53.86,174.39,
2013-10-21,135.28,53.86,174.4,
2013-10-22,133.68,53.54,175.41,
2013-10-23,134.84,53.78,174.57,
2013-10-24,133.96,53.62,175.15,
2013-10-25,132.84,53.36,175.95,
2013-10-28,132.36,53.3,176.23,
2013-10-29,130.92,53,177.17,
2013-10-30,132.24,53.26,176.29,
2013-10-31,133.16,53.43,175.79,
2013-11-01,132.44,53.3,176.21,
2013-11-04,131.36,53.1,176.83,
2013-11-05,132.28,53.24,176.27,
2013-11-06,131,53.02,177.17,
2013-11-07,134.24,53.66,174.93,
2013-11-08,130.72,52.96,177.29,
2013-11-11,130.64,52.96,177.32,
2013-11-12,131.12,53.02,176.96,
2013-11-13,129.04,52.6,178.38,
2013-11-14,127.6,52.34,179.27,
2013-11-15,126.64,52.08,180.05,
2013-11-18,127.4,52.26,179.42,
2013-11-19,128,52.4,179.03,
2013-11-20,128.72,52.56,178.47,
2013-11-21,126.76,52.14,179.91,
2013-11-22,125.48,51.9,180.81,
2013-11-25,125.6,51.9,180.63,
2013-11-26,125.68,51.92,180.68,
2013-11-27,125.04,51.8,181.12,
2013-11-29,125.28,51.82,181,
2013-12-02,125.8,51.96,180.53,
2013-12-03,126.84,52.16,179.75,
2013-12-04,127.04,52.18,179.73,
2013-12-05,127.92,52.4,178.94,
2013-12-06,125.16,51.8,180.94,
2013-12-09,124.56,51.66,181.4,
2013-12-10,125.36,51.84,180.75,
2013-12-11,128.32,52.44,178.72,
2013-12-12,129.04,52.62,178.13,
2013-12-13,129.16,52.62,178.11,
2013-12-16,127.48,52.3,179.22,
2013-12-17,128.48,52.48,178.65,
2013-12-18,124,51.56,181.7,
2013-12-19,124.24,51.6,181.49,
2013-12-20,122.72,51.3,181.56,
2013-12-23,121.48,51.04,182.53,
2013-12-24,120.96,50.92,182.93,
2013-12-26,119.68,50.68,183.86,
2013-12-27,119.76,50.66,183.85,
2013-12-30,119.8,50.66,183.82,
2013-12-31,118.64,50.46,184.69,
2014-01-02,120.92,50.9,182.92,
2014-01-03,121.08,50.96,182.89,
2014-01-06,121.64,51.08,182.36,
2014-01-07,120.2,50.78,183.48,
2014-01-08,120,50.74,183.52,
2014-01-09,119.96,50.72,183.64,
2014-01-10,119.36,50.62,184.14,
2014-01-13,122.52,51.24,181.69,
2014-01-14,119.79,50.68,183.67,
2014-01-15,118.52,50.4,184.66,
2014-01-16,118.88,50.48,184.42,
2014-01-17,119.88,50.72,183.64,
2014-01-21,119.08,50.56,184.18,
2014-01-22,118.96,50.5,184.3,
2014-01-23,120.84,50.9,182.79,
2014-01-24,126.04,52.04,178.89,
2014-01-27,127.36,52.28,178.01,
2014-01-28,125.8,51.96,179.07,
2014-01-29,128.24,52.48,177.35,
2014-01-30,125.44,51.84,179.23,
2014-01-31,126.92,52.2,178.18,
2014-02-03,132.6,53.38,174.17,
2014-02-04,130.88,53.02,175.39,
2014-02-05,131.16,53.08,175.17,
2014-02-06,127.8,52.4,177.48,
2014-02-07,124.4,51.68,179.68,
2014-02-10,124.08,51.6,180.01,
2014-02-11,121.28,51.06,181.98,
2014-02-12,121.04,50.98,182.07,
2014-02-13,119.92,50.76,183.01,
2014-02-14,118.68,50.46,184.02,
2014-02-18,118.28,50.38,184.24,
2014-02-19,119.92,50.72,183.02,
2014-02-20,118.4,50.42,184.1,
2014-02-21,118.68,50.48,183.89,
2014-02-24,117.68,50.24,184.91,
2014-02-25,117.48,50.24,184.84,
2014-02-26,117.48,50.24,184.85,
2014-02-27,116.2,49.96,185.82,
2014-02-28,115.76,49.84,186.29,
2014-03-03,117.28,50.18,184.98,
2014-03-04,113.88,49.44,187.58,
2014-03-05,113.8,49.44,187.75,
2014-03-06,113.2,49.32,188.18,
2014-03-07,113.16,49.28,188.26,
2014-03-10,113.16,49.32,188.16,
2014-03-11,114.4,49.54,187.23,
2014-03-12,114.28,49.56,187.28,
2014-03-13,116.8,50.08,185.18,
2014-03-14,117.48,50.22,184.66,
2014-03-17,115.4,49.76,186.33,
2014-03-18,113.72,49.42,187.66,
2014-03-19,115,49.66,186.66,
2014-03-20,113.64,49.4,187.75,
2014-03-21,114.48,49.56,186.2,
2014-03-24,115.4,49.78,185.43,
2014-03-25,114.28,49.56,186.31,
2014-03-26,116,49.9,184.97,
2014-03-27,116.44,50.02,184.58,
2014-03-28,115.32,49.76,185.49,
2014-03-31,113.4,49.34,187.01,
2014-04-01,111.92,49,188.25,
2014-04-02,111.2,48.84,188.88,
2014-04-03,111.44,48.92,188.63,
2014-04-04,114.04,49.5,186.4,
2014-04-07,116.56,50.04,184.34,
2014-04-08,115.6,49.82,185.1,
2014-04-09,113.08,49.28,187.09,
2014-04-10,117.88,50.32,183.16,
2014-04-11,120.04,50.78,181.51,
2014-04-14,118.16,50.38,182.94,
2014-04-15,116.52,50.02,184.2,
2014-04-16,114.07,49.52,186.13,
2014-04-17,113.76,49.44,186.39,
2014-04-21,112.96,49.28,187.04,
2014-04-22,112,49.06,187.89,
2014-04-23,112.4,49.14,187.45,
2014-04-24,111.96,49.06,187.83,
2014-04-25,113.8,49.44,186.29,
2014-04-28,113.04,49.3,186.88,
2014-04-29,112.08,49.06,187.75,
2014-04-30,111.32,48.88,188.31,
2014-05-01,111.32,48.9,188.33,
2014-05-02,111.6,48.96,188.06,
2014-05-05,111.24,48.88,188.42,
2014-05-06,113.08,49.28,186.78,
2014-05-07,111.84,49,187.88,
2014-05-08,112.08,49.06,187.68,
2014-05-09,111.64,48.98,187.96,
2014-05-12,109.56,48.5,189.79,
2014-05-13,109.36,48.48,189.96,
2014-05-14,110.4,48.68,189.06,
2014-05-15,112.36,49.12,187.4,
2014-05-16,111.52,48.94,188.05,
2014-05-19,110.68,48.78,188.74,
2014-05-20,112.16,49.08,187.55,
2014-05-21,110.24,48.68,189.13,
2014-05-22,109.68,48.54,189.59,
2014-05-23,108.76,48.36,190.35,
2014-05-27,107.44,48.06,191.52,
2014-05-28,107.6,48.08,191.38,
2014-05-29,106.48,47.84,192.37,
2014-05-30,106.2,47.74,192.68,
2014-06-02,105.88,47.7,192.9,
2014-06-03,106.04,47.7,192.8,
2014-06-04,105.56,47.62,193.19,
2014-06-05,104.16,47.3,194.45,
2014-06-06,103.16,47.1,195.38,
2014-06-09,102.92,47.04,195.58,
2014-06-10,102.96,47.02,195.6,
2014-06-11,103.6,47.2,194.92,
2014-06-12,105.12,47.52,193.54,
2014-06-13,104.52,47.38,194.13,
2014-06-16,104.24,47.36,194.29,
2014-06-17,103.72,47.22,194.83,
2014-06-18,102.2,46.84,196.26,
2014-06-19,101.92,46.78,196.48,
2014-06-20,101.52,46.74,195.94,
2014-06-23,101.64,46.74,195.88,
2014-06-24,102.88,46.96,194.7,
2014-06-25,101.92,46.74,195.58,
2014-06-26,102,46.82,195.44,
2014-06-27,101.64,46.72,195.82,
2014-06-30,101.76,46.72,195.72,
2014-07-01,100.4,46.42,197.03,
2014-07-02,100.12,46.38,197.23,
2014-07-03,99.2,46.14,198.2,
2014-07-07,99.88,46.28,197.51,
2014-07-08,101.12,46.6,196.24,
2014-07-09,100.2,46.38,197.12,
2014-07-10,101.12,46.6,196.34,
2014-07-11,100.76,46.52,196.61,
2014-07-14,99.72,46.26,197.6,
2014-07-15,100.08,46.34,197.23,
2014-07-16,99.36,46.18,197.96,
2014-07-17,101.64,46.72,195.71,
2014-07-18,99.52,46.24,197.71,
2014-07-21,99.92,46.32,197.34,
2014-07-22,99.04,46.08,198.2,
2014-07-23,98.6,46.02,198.64,
2014-07-24,98.56,45.98,198.65,
2014-07-25,99.52,46.2,197.72,
2014-07-28,99.48,46.22,197.8,
2014-07-29,100.32,46.42,196.95,
2014-07-30,100.2,46.38,196.98,
2014-07-31,104.2,47.3,193.09,
2014-08-01,104.84,47.46,192.5,
2014-08-04,103.36,47.1,193.89,
2014-08-05,105.36,47.56,192.01,
2014-08-06,105.32,47.56,192.07,
2014-08-07,106.44,47.8,191.03,
2014-08-08,103.96,47.26,193.24,
2014-08-11,103.32,47.12,193.8,
2014-08-12,103.6,47.16,193.53,
2014-08-13,102.16,46.84,194.84,
2014-08-14,101.32,46.64,195.76,
2014-08-15,101.24,46.62,195.72,
2014-08-18,99.6,46.22,197.36,
2014-08-19,98.56,45.98,198.39,
2014-08-20,98,45.9,198.92,
2014-08-21,97.44,45.76,199.5,
2014-08-22,97.76,45.82,199.19,
2014-08-25,96.72,45.6,200.2,
2014-08-26,96.56,45.52,200.33,
2014-08-27,96.64,45.54,200.25,
2014-08-28,96.76,45.58,200.14,
2014-08-29,96.2,45.44,200.71,
2014-09-02,96.36,45.48,200.61,
2014-09-03,96.44,45.48,200.5,
2014-09-04,96.68,45.6,200.21,
2014-09-05,95.8,45.34,201.11,
2014-09-08,96.28,45.46,200.59,
2014-09-09,97.52,45.76,199.32,
2014-09-10,96.8,45.58,200.07,
2014-09-11,96.64,45.54,200.3,
2014-09-12,97.68,45.8,199.13,
2014-09-15,97.84,45.82,198.98,
2014-09-16,96.36,45.5,200.48,
2014-09-17,96.16,45.42,200.75,
2014-09-18,95.12,45.18,201.82,
2014-09-19,95.24,45.22,200.7,
2014-09-22,96.76,45.56,199.15,
2014-09-23,97.8,45.82,198.01,
2014-09-24,96.24,45.46,199.56,
2014-09-25,99.4,46.18,196.34,
2014-09-26,97.8,45.8,197.9,
2014-09-29,98.2,45.9,197.54,
2014-09-30,98.68,46.02,197.02,
2014-10-01,101.32,46.64,194.35,
2014-10-02,101.28,46.66,194.38,
2014-10-03,99.08,46.14,196.52,
2014-10-06,99.28,46.2,196.29,
2014-10-07,102.4,46.9,193.26,
2014-10-08,98.76,46.06,196.64,
2014-10-09,102.76,47,192.74,
2014-10-10,105.12,47.52,190.54,
2014-10-13,108.48,48.3,187.41,
2014-10-14,108.12,48.18,187.7,
2014-10-15,109.8,48.58,186.43,
2014-10-16,109.84,48.62,186.27,
2014-10-17,107.16,47.98,188.47,
2014-10-20,105.08,47.52,190.3,
2014-10-21,100.96,46.6,194.07,
2014-10-22,102.32,46.92,192.69,
2014-10-23,99.92,46.4,194.93,
2014-10-24,98.48,46.06,196.43,
2014-10-27,98.76,46.04,196.16,
2014-10-28,96.52,45.56,198.41,
2014-10-29,96.76,45.64,198.11,
2014-10-30,95.48,45.34,199.38,
2014-10-31,93.36,44.82,201.66,
2014-11-03,93.24,44.8,201.77,
2014-11-04,93.76,44.92,201.07,
2014-11-05,92.64,44.66,202.34,
2014-11-06,91.92,44.48,203.15,
2014-11-07,91.72,44.42,203.34,
2014-11-10,91.2,44.3,203.98,
2014-11-11,91.04,44.24,204.18,
2014-11-12,91.2,44.26,203.96,
2014-11-13,91,44.24,204.19,
2014-11-14,90.88,44.24,204.24,
2014-11-17,90.76,44.2,204.37,
2014-11-18,89.72,43.92,205.55,
2014-11-19,90.04,44,205.22,
2014-11-20,89.68,43.92,205.58,
2014-11-21,88.76,43.68,206.68,
2014-11-24,88.28,43.58,207.26,
2014-11-25,88.28,43.56,207.11,
2014-11-26,87.88,43.48,207.64,
2014-11-28,88.24,43.56,207.2,
2014-12-01,89.48,43.87,205.76,
2014-12-02,88.36,43.58,207.09,
2014-12-03,87.68,43.4,207.89,
2014-12-04,87.84,43.48,207.66,
2014-12-05,87.52,43.38,208,
2014-12-08,88.72,43.68,206.61,
2014-12-09,88.84,43.72,206.47,
2014-12-10,91.68,44.4,203.16,
2014-12-11,90.84,44.18,204.19,
2014-12-12,93.6,44.94,200.89,
2014-12-15,95,45.2,199.51,
2014-12-16,96.48,45.56,197.91,
2014-12-17,92.64,44.66,201.79,
2014-12-18,88.12,43.6,206.78,
2014-12-19,87.28,43.32,206.52,
2014-12-22,86.52,43.16,207.47,
2014-12-23,86.24,43.1,207.75,
2014-12-24,86.24,43.12,207.77,
2014-12-26,85.72,42.96,208.44,
2014-12-29,85.56,42.92,208.72,
2014-12-30,86.52,43.12,207.6,
2014-12-31,88.2,43.56,205.54,
2015-01-02,88.2,43.62,205.43,
2015-01-05,91.4,44.34,201.72,
2015-01-06,93.08,44.82,199.82,
2015-01-07,90.8,44.22,202.31,
2015-01-08,87.56,43.46,205.9,
2015-01-09,89.04,43.8,204.25,
2015-01-12,90.48,44.14,202.65,
2015-01-13,90.92,44.3,202.08,
2015-01-14,91.96,44.5,200.86,
2015-01-15,93.76,44.96,199.02,
2015-01-16,91.4,44.36,201.63,
2015-01-20,90.84,44.24,202.06,
2015-01-21,89.92,44.02,203.08,
2015-01-22,87.2,43.38,206.1,
2015-01-23,88.32,43.64,204.97,
2015-01-26,87.76,43.48,205.45,
2015-01-27,90.08,44.1,202.74,
2015-01-28,92.56,44.68,200.14,
2015-01-29,90.68,44.24,201.99,
2015-01-30,93.12,44.76,199.45,
2015-02-02,90.76,44.26,201.92,
2015-02-03,88.12,43.6,204.84,
2015-02-04,88.84,43.78,204.06,
2015-02-05,86.96,43.28,206.12,
2015-02-06,87.4,43.42,205.55,
2015-02-09,88.2,43.64,204.63,
2015-02-10,86.28,43.14,206.81,
2015-02-11,86.28,43.14,206.93,
2015-02-12,84.56,42.74,208.92,
2015-02-13,83.84,42.54,209.78,
2015-02-17,83.56,42.48,210.11,
2015-02-18,83.6,42.48,210.13,
2015-02-19,83.68,42.48,209.98,
2015-02-20,82.68,42.26,211.24,
2015-02-23,82.72,42.24,211.21,
2015-02-24,82.2,42.1,211.81,
2015-02-25,82.36,42.18,211.63,
2015-02-26,82.56,42.22,211.38,
2015-02-27,83.16,42.36,210.66,
2015-03-02,82.08,42.06,211.99,
2015-03-03,82.76,42.24,211.12,
2015-03-04,83.44,42.44,210.23,
2015-03-05,83.24,42.4,210.46,
2015-03-06,85.6,42.96,207.5,
2015-03-09,84.88,42.82,208.36,
2015-03-10,87.64,43.5,204.98,
2015-03-11,88.04,43.6,204.5,
2015-03-12,85.8,43.04,207.1,
2015-03-13,86.84,43.26,205.83,
2015-03-16,84.4,42.7,208.58,
2015-03-17,85,42.82,207.96,
2015-03-18,83,42.34,210.46,
2015-03-19,83.72,42.54,209.5,
2015-03-20,82.24,42.16,210.41,
2015-03-23,82.56,42.22,210,
2015-03-24,83.56,42.5,208.82,
2015-03-25,85.96,43.08,205.76,
2015-03-26,86.36,43.16,205.27,
2015-03-27,85.96,43.08,205.74,
2015-03-30,83.84,42.54,208.25,
2015-03-31,85.32,42.92,206.43,
